variables,OBS,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.DATE,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND,candidate_group_id,candidate_group_size,candidate_row_rank,duplicate_candidate,duplicate_excess_row,normalized_cause_category_detail,start_timestamp_local,restoration_timestamp_local,reported_duration_min,timestamp_duration_min,duration_delta_min,complete_temporal,timestamp_duration_nonnegative,reported_duration_positive,reported_duration_nonnegative,demand_loss_mw_numeric,demand_loss_known,demand_loss_positive,demand_loss_zero,customers_affected_numeric,nerc_regions,multi_nerc,source_row_primary_duration_member,source_row_known_loss_member,source_row_positive_loss_member,source_row_zero_duration_member
__MISSING__,139,2010,7,Michigan,MI,RFC,East North Central,-0.9,cold,2010-07-15T00:00:00,19:00:00,2010-07-19T00:00:00,23:30:00,severe weather,__MISSING__,__MISSING__,6030,540,127534,12.93,9.95,7.62,10.51,3989490,3770482,2608063,10368366,38.477519022766,36.3652479088798,25.1540406656169,4245158,520233,12827,4778219,88.8439395515358,10.8875922179373,0.268447302227043,38985,47287,0.824433776725104,5.4,8524,385039,2.21380171878693,3.7,9877369,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,05200d64b0e4da50d040c146825165a6e7d3849c3327fd64bfde9d3bc271392e,1,1,false,false,__MISSING__,2010-07-15T19:00:00,2010-07-19T23:30:00,6030,6030,0,true,true,true,true,540,true,true,false,127534,RFC,false,true,true,true,true
__MISSING__,140,2004,5,Michigan,MI,ECAR,East North Central,0.2,normal,2004-05-21T00:00:00,11:00:00,2004-05-26T00:00:00,21:00:00,severe weather,thunderstorm,__MISSING__,7800,303,122600,8.19,7.54,4.5,6.62,2412598,3182069,3168910,8763874,27.5288987495713,36.3089314154905,36.1587809226833,4248920,504754,14322,4767997,89.1133111031739,10.5862902178839,0.300377705774563,42525,47037,0.904075515020091,-0.6,8431,427602,1.97169330358604,3.7,10055315,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,efe3b848734d63ff67810c28ed645719dc6ae85fd855040587b04c7f5c537f97,1,1,false,false,thunderstorm,2004-05-21T11:00:00,2004-05-26T21:00:00,7800,7800,0,true,true,true,true,303,true,true,false,122600,ECAR,false,true,true,true,true
__MISSING__,141,2013,12,Michigan,MI,RFC,East North Central,-0.3,normal,2013-12-22T00:00:00,06:30:00,2013-12-25T00:00:00,05:12:00,severe weather,snow/ice ,__MISSING__,4242,350,140735,14.2,10.72,7.5,11.09,3269201,3196460,2497811,8964092,36.469962601901,35.6584916799158,27.8646292340596,4265264,520327,13419,4799011,88.8779792336379,10.8423798153411,0.279620113394197,41117,48396,0.849595007851889,1.4,8250,406985,2.02710173593621,3.6,9900506,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,a857c4ffafb9aaabbc55592ae091d3a5a6ff73e5cc9d8d45a8dedf2a52376e49,1,1,false,false,snow/ice,2013-12-22T06:30:00,2013-12-25T05:12:00,4242,4242,0,true,true,true,true,350,true,true,false,140735,RFC,false,true,true,true,true
__MISSING__,142,2007,5,Michigan,MI,RFC,East North Central,-0.2,normal,2007-05-15T00:00:00,15:00:00,2007-05-17T00:00:00,19:00:00,severe weather,thunderstorm,__MISSING__,3120,500,66000,10.12,9.07,6.37,8.46,2455135,3217165,2875783,8548464,28.7201887964902,37.6344218095789,33.6409324528945,4298455,518058,13227,4829741,88.9996999839122,10.7264136938192,0.273865617224609,42036,49126,0.855677238122379,-0.9,8589,420411,2.04300077781029,3.8,10001284,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,de21918240984f7833c0d473bdc2f1931d217346c224d36e4d64a544daf7835c,1,1,false,false,thunderstorm,2007-05-15T15:00:00,2007-05-17T19:00:00,3120,3120,0,true,true,true,true,500,true,true,false,66000,RFC,false,true,true,true,true
__MISSING__,143,2003,11,Michigan,MI,ECAR,East North Central,0.3,normal,2003-11-12T00:00:00,18:00:00,2003-11-16T00:00:00,17:00:00,severe weather,heavy wind,__MISSING__,5700,75,160000,8.24,7.55,4.48,6.52,2476750,2729655,3460495,8667198,28.576132678635,31.494088400888,39.9263406697297,4216573,483168,14224,4713966,89.4485238120088,10.2497132987383,0.301741675693036,42768,45858,0.932618081905011,1.7,8288,429436,1.92997326726218,3.8,10041152,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,b8b1d48a350479705276b4bdadd31118f2062ded00410a42b962d906d2ff22e8,1,1,false,false,heavy wind,2003-11-12T18:00:00,2003-11-16T17:00:00,5700,5700,0,true,true,true,true,75,true,true,false,160000,ECAR,false,true,true,true,true
__MISSING__,144,2013,7,Michigan,MI,RFC,East North Central,-0.3,normal,2013-07-19T00:00:00,18:00:00,2013-07-20T00:00:00,09:00:00,severe weather,thunderstorm,__MISSING__,900,__MISSING__,156627,15.06,11.45,8.25,11.95,3662429,3499103,2614616,9776717,37.4607242901682,35.7901635078524,26.7432922523992,4265264,520327,13419,4799011,88.8779792336379,10.8423798153411,0.279620113394197,41117,48396,0.849595007851889,1.4,8250,406985,2.02710173593621,3.6,9900506,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,3a5d1544a7d2dc909bbccffdbc25eb638de07c7c0454b80c4551fd3fb33c04dc,1,1,false,false,thunderstorm,2013-07-19T18:00:00,2013-07-20T09:00:00,900,900,0,true,true,true,true,__MISSING__,false,false,false,156627,RFC,false,true,false,false,true
__MISSING__,145,2011,12,Michigan,MI,RFC,East North Central,-0.9,cold,2011-12-06T00:00:00,17:38:00,2011-12-07T00:00:00,11:04:00,intentional attack,vandalism,__MISSING__,1046,0,0,13.32,10.19,7.32,10.5,3208353,3060526,2558523,8828035,36.3427761670632,34.6682585649015,28.9817949294492,4249136,521322,12961,4783420,88.8305020257473,10.8985203055554,0.270956763152723,39953,47586,0.839595679401505,2.5,8716,394564,2.20902058981559,3.6,9876589,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,89092fa33a28640d5ee0b7de8afde8681df8fdd75f66ab4206d89900d3774931,1,1,false,false,vandalism,2011-12-06T17:38:00,2011-12-07T11:04:00,1046,1046,0,true,true,true,true,0,true,false,true,0,RFC,false,true,true,false,true
__MISSING__,146,2005,6,Michigan,MI,ECAR,East North Central,0.2,normal,2005-06-29T00:00:00,16:30:00,2005-07-04T00:00:00,23:30:00,severe weather,thunderstorm,__MISSING__,7620,1000,114711,8.73,7.79,5.61,7.47,3332574,3782662,2919573,10034838,33.2100428527097,37.6952971238798,29.094371030205,4284083,509964,13390,4807438,89.1136401551096,10.60781231084,0.278526732950066,43081,48090,0.89584113121231,1.3,7957,433012,1.83759341542498,3.7,10051137,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,f63f3d5075a8c92f491462eee8f5e0c1df61c8e3c1597e273f448a3d110bbc77,1,1,false,false,thunderstorm,2005-06-29T16:30:00,2005-07-04T23:30:00,7620,7620,0,true,true,true,true,1000,true,true,false,114711,ECAR,false,true,true,true,true
__MISSING__,147,2013,4,Michigan,MI,RFC,East North Central,-0.2,normal,2013-04-18T00:00:00,15:00:00,2013-04-21T00:00:00,03:30:00,severe weather,heavy wind,__MISSING__,3630,__MISSING__,99188,14.37,10.84,7.54,10.84,2408335,2838310,2576170,7823228,30.7844153334148,36.2805481317942,32.9297573840364,4265264,520327,13419,4799011,88.8779792336379,10.8423798153411,0.279620113394197,41117,48396,0.849595007851889,1.4,8250,406985,2.02710173593621,3.6,9900506,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,5f4d54eadb76bcdd41cf22c165773cb432c5b630ffba8c940d0c0aade15f83e9,1,1,false,false,heavy wind,2013-04-18T15:00:00,2013-04-21T03:30:00,3630,3630,0,true,true,true,true,__MISSING__,false,false,false,99188,RFC,false,true,false,false,true
__MISSING__,148,2011,7,Michigan,MI,RFC,East North Central,-0.3,normal,2011-07-11T00:00:00,11:15:00,2011-07-12T00:00:00,08:15:00,severe weather,__MISSING__,__MISSING__,1260,__MISSING__,85000,13.93,10.5,7.67,11.04,4008491,4032132,2805315,10846247,36.9574010254423,37.175365820085,25.8643842427708,4249136,521322,12961,4783420,88.8305020257473,10.8985203055554,0.270956763152723,39953,47586,0.839595679401505,2.5,8716,394564,2.20902058981559,3.6,9876589,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,4a5c8fe8960096f1fdaa3293f59e88367c8c0d356f0c0350cc6b634b580f62fc,1,1,false,false,__MISSING__,2011-07-11T11:15:00,2011-07-12T08:15:00,1260,1260,0,true,true,true,true,__MISSING__,false,false,false,85000,RFC,false,true,false,false,true
__MISSING__,149,2004,10,Michigan,MI,ECAR,East North Central,0.7,warm,2004-10-30T00:00:00,12:30:00,2004-11-03T00:00:00,13:50:00,severe weather,heavy wind,__MISSING__,5840,700,159870,8.14,7.83,5.1,6.96,2359085,3179274,3016725,8555330,27.574447741934,37.1613251622088,35.2613516953759,4248920,504754,14322,4767997,89.1133111031739,10.5862902178839,0.300377705774563,42525,47037,0.904075515020091,-0.6,8431,427602,1.97169330358604,3.7,10055315,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,042c01b3815b789d72dc1fb1f264a8b93129ddb079fc3e55bbdc828a7aad8466,1,1,false,false,heavy wind,2004-10-30T12:30:00,2004-11-03T13:50:00,5840,5840,0,true,true,true,true,700,true,true,false,159870,ECAR,false,true,true,true,true
__MISSING__,150,2007,8,Michigan,MI,RFC,East North Central,-0.6,cold,2007-08-24T00:00:00,18:00:00,2007-08-28T00:00:00,18:30:00,severe weather,storm,__MISSING__,5790,__MISSING__,75000,10.69,8.93,6.81,9.03,4036726,3834726,2836664,10708773,37.6955044242697,35.8092005498669,26.4891598692026,4298455,518058,13227,4829741,88.9996999839122,10.7264136938192,0.273865617224609,42036,49126,0.855677238122379,-0.9,8589,420411,2.04300077781029,3.8,10001284,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,153c42fff2abd1a7c670db5196b139d8d57a3db26e7f2a7326c6d850ec31616a,1,1,false,false,storm,2007-08-24T18:00:00,2007-08-28T18:30:00,5790,5790,0,true,true,true,true,__MISSING__,false,false,false,75000,RFC,false,true,false,false,true
__MISSING__,151,2015,8,Michigan,MI,RFC,East North Central,1.4,warm,2015-08-03T00:00:00,01:00:00,2015-08-05T00:00:00,00:00:00,severe weather,__MISSING__,__MISSING__,2820,__MISSING__,72520,15.43,10.94,7.46,11.51,3222972,3488329,2617193,9328886,34.5483051245347,37.3927712269182,28.054721646293,4282858,532858,6041,4821758,88.8235784541655,11.0511145519954,0.125286254515469,42226,49844,0.847163149024958,1.3,7532,422454,1.78291600979042,3.6,9922576,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,0a0b8dcee93610843c6198f984a4b75f0c1bbb7960297e9a5627679aa36ecc77,1,1,false,false,__MISSING__,2015-08-03T01:00:00,2015-08-05T00:00:00,2820,2820,0,true,true,true,true,__MISSING__,false,false,false,72520,RFC,false,true,false,false,true
__MISSING__,152,2010,6,Michigan,MI,RFC,East North Central,-0.4,normal,2010-06-18T00:00:00,19:00:00,2010-06-19T00:00:00,05:00:00,severe weather,thunderstorm,__MISSING__,600,__MISSING__,100000,12.91,10.29,7.3,10.25,2982067,3176045,2749008,8907617,33.4777191251038,35.6553834768603,30.8613179035426,4245158,520233,12827,4778219,88.8439395515358,10.8875922179373,0.268447302227043,38985,47287,0.824433776725104,5.4,8524,385039,2.21380171878693,3.7,9877369,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,83c99e8c4988644423919c7f8e8f83ae56462f9703c9800e4c13fec731849c5c,1,1,false,false,thunderstorm,2010-06-18T19:00:00,2010-06-19T05:00:00,600,600,0,true,true,true,true,__MISSING__,false,false,false,100000,RFC,false,true,false,false,true
__MISSING__,153,2009,6,Michigan,MI,RFC,East North Central,0.4,normal,2009-06-19T00:00:00,00:01:00,2009-06-21T00:00:00,23:00:00,severe weather,storm,__MISSING__,4259,75,99000,12.42,9.65,7.45,9.89,2535829,3275140,2306472,8117814,31.2378307756251,40.3450978305243,28.4124765608081,4253786,520551,13065,4787403,88.8537271669003,10.873348243296,0.272903701652023,37004,46680,0.792716366752356,-7.7,7769,366401,2.12035447501508,3.7,9901591,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,43cdd15c33eee5d8c382e1b02181ce1222b408e7534f0f9a768ff9106f79c66d,1,1,false,false,storm,2009-06-19T00:01:00,2009-06-21T23:00:00,4259,4259,0,true,true,true,true,75,true,true,false,99000,RFC,false,true,true,true,true
__MISSING__,154,2005,11,Michigan,MI,ECAR,East North Central,-0.5,cold,2005-11-12T00:00:00,23:00:00,2005-11-14T00:00:00,23:59:00,severe weather,thunderstorm,__MISSING__,2939,408,272355,8.21,8.07,5.39,7.22,2433426,3148416,2795999,8378192,29.0447628796284,37.5787043314357,33.3723433409022,4284083,509964,13390,4807438,89.1136401551096,10.60781231084,0.278526732950066,43081,48090,0.89584113121231,1.3,7957,433012,1.83759341542498,3.7,10051137,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,39055b6fe5927210d969691dc13d227f86cc87da75017daa51dc61cf395b9181,1,1,false,false,thunderstorm,2005-11-12T23:00:00,2005-11-14T23:59:00,2939,2939,0,true,true,true,true,408,true,true,false,272355,ECAR,false,true,true,true,true
__MISSING__,155,2006,7,Michigan,MI,RFC,East North Central,0.1,normal,2006-07-16T00:00:00,14:00:00,2006-07-21T00:00:00,12:00:00,severe weather,thunderstorm,__MISSING__,7080,150,315000,10.25,8.72,6.41,8.65,3958571,3719418,2961038,10639207,37.2073877310593,34.9595416274916,27.8313787860317,4299273,514049,13317,4826640,89.0738277559545,10.6502453052227,0.275906220476356,42429,48909,0.867509047414586,-1.5,8403,425821,1.97336439489833,3.8,10036081,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,41f21bac9e75a3ba9841070e6ab6c111e802bda2356687e84f049d841cb5030c,1,1,false,false,thunderstorm,2006-07-16T14:00:00,2006-07-21T12:00:00,7080,7080,0,true,true,true,true,150,true,true,false,315000,RFC,false,true,true,true,true
__MISSING__,156,2002,3,Michigan,MI,ECAR,East North Central,0.1,normal,2002-03-09T00:00:00,00:00:00,2002-03-11T00:00:00,12:00:00,severe weather,__MISSING__,__MISSING__,3600,190,190000,8.04,7.98,4.91,6.98,2649011,2782173,2834428,8355044,31.7055302162382,33.2993219425296,33.9247525207527,4188117,471509,13442,4682478,89.4423209249461,10.0696468835518,0.287070222219944,42054,45097,0.93252322770916,2.6,8392,421199,1.99240738938127,3.6,10015710,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,5c705893bb6f1de303a273dcd023f111b568877009a6f6370eac8790ea4a0043,1,1,false,false,__MISSING__,2002-03-09T00:00:00,2002-03-11T12:00:00,3600,3600,0,true,true,true,true,190,true,true,false,190000,ECAR,false,true,true,true,true
__MISSING__,157,2009,8,Michigan,MI,RFC,East North Central,0.5,warm,2009-08-09T00:00:00,19:31:00,2009-08-10T00:00:00,21:59:00,severe weather,thunderstorm,__MISSING__,1588,__MISSING__,58156,12.46,9.64,7.66,10.09,3102790,3444972,2396819,8944946,34.6876325469153,38.5130553051969,26.7952316313592,4253786,520551,13065,4787403,88.8537271669003,10.873348243296,0.272903701652023,37004,46680,0.792716366752356,-7.7,7769,366401,2.12035447501508,3.7,9901591,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,6b29bd1d2c52f4805722564db67fae5e2f95daa3a33029b116c1044479bd73af,1,1,false,false,thunderstorm,2009-08-09T19:31:00,2009-08-10T21:59:00,1588,1588,0,true,true,true,true,__MISSING__,false,false,false,58156,RFC,false,true,false,false,true
__MISSING__,158,2010,7,Michigan,MI,RFC,East North Central,-0.9,cold,2010-07-23T00:00:00,19:30:00,2010-07-26T00:00:00,18:30:00,severe weather,__MISSING__,__MISSING__,4260,400,82000,12.93,9.95,7.62,10.51,3989490,3770482,2608063,10368366,38.477519022766,36.3652479088798,25.1540406656169,4245158,520233,12827,4778219,88.8439395515358,10.8875922179373,0.268447302227043,38985,47287,0.824433776725104,5.4,8524,385039,2.21380171878693,3.7,9877369,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,beb9cecfb121fc6001d81a6dd24d466f1790ec8508d7a22ef6c4dbe9c2fea87f,1,1,false,false,__MISSING__,2010-07-23T19:30:00,2010-07-26T18:30:00,4260,4260,0,true,true,true,true,400,true,true,false,82000,RFC,false,true,true,true,true
__MISSING__,159,2015,12,Michigan,MI,RFC,East North Central,2.3,warm,2015-12-24T00:00:00,03:00:00,2015-12-26T00:00:00,00:00:00,severe weather,__MISSING__,__MISSING__,2700,__MISSING__,168000,14.58,10.38,6.94,10.83,2886743,3129839,2414614,8431533,34.2374631042777,37.1206398646604,28.6379001303796,4282858,532858,6041,4821758,88.8235784541655,11.0511145519954,0.125286254515469,42226,49844,0.847163149024958,1.3,7532,422454,1.78291600979042,3.6,9922576,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,b47dab4cf97603bedd691ec7c2dc344c9a534e15ab04420eaa059b8eed227e3f,1,1,false,false,__MISSING__,2015-12-24T03:00:00,2015-12-26T00:00:00,2700,2700,0,true,true,true,true,__MISSING__,false,false,false,168000,RFC,false,true,false,false,true
__MISSING__,160,2011,5,Michigan,MI,RFC,East North Central,-0.4,normal,2011-05-04T00:00:00,12:20:00,2011-05-04T00:00:00,15:40:00,intentional attack,vandalism,__MISSING__,200,0,0,13.37,10.6,7.39,10.36,2378750,3136896,2664590,8180730,29.0774784157404,38.3449398770036,32.5715431263469,4249136,521322,12961,4783420,88.8305020257473,10.8985203055554,0.270956763152723,39953,47586,0.839595679401505,2.5,8716,394564,2.20902058981559,3.6,9876589,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,5e3395917737d2d2b60a01bf2979437bbdc11bbeed029b6946ef2321a6738000,1,1,false,false,vandalism,2011-05-04T12:20:00,2011-05-04T15:40:00,200,200,0,true,true,true,true,0,true,false,true,0,RFC,false,true,true,false,true
__MISSING__,161,2011,7,Michigan,MI,RFC,East North Central,-0.3,normal,2011-07-18T00:00:00,17:00:00,2011-07-24T00:00:00,13:30:00,severe weather,__MISSING__,__MISSING__,8430,__MISSING__,197166,13.93,10.5,7.67,11.04,4008491,4032132,2805315,10846247,36.9574010254423,37.175365820085,25.8643842427708,4249136,521322,12961,4783420,88.8305020257473,10.8985203055554,0.270956763152723,39953,47586,0.839595679401505,2.5,8716,394564,2.20902058981559,3.6,9876589,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,537a04bc29846d4b19e650f85a00c706341ff4cf72f7c1b1f80e51275abc6994,1,1,false,false,__MISSING__,2011-07-18T17:00:00,2011-07-24T13:30:00,8430,8430,0,true,true,true,true,__MISSING__,false,false,false,197166,RFC,false,true,false,false,true
__MISSING__,162,2011,7,Michigan,MI,RFC,East North Central,-0.3,normal,2011-07-11T00:00:00,09:00:00,2011-07-11T00:00:00,10:25:00,severe weather,__MISSING__,__MISSING__,85,254,103000,13.93,10.5,7.67,11.04,4008491,4032132,2805315,10846247,36.9574010254423,37.175365820085,25.8643842427708,4249136,521322,12961,4783420,88.8305020257473,10.8985203055554,0.270956763152723,39953,47586,0.839595679401505,2.5,8716,394564,2.20902058981559,3.6,9876589,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,015506d1b2e234c958a5f921072e3077a93cb2fae16a31d172afac8781a3a436,1,1,false,false,__MISSING__,2011-07-11T09:00:00,2011-07-11T10:25:00,85,85,0,true,true,true,true,254,true,true,false,103000,RFC,false,true,true,true,true
__MISSING__,163,2007,1,Michigan,MI,RFC,East North Central,0.7,warm,2007-01-13T00:00:00,07:30:00,2007-01-19T00:00:00,16:00:00,severe weather,winter storm,__MISSING__,9150,500,129607,9.92,8.52,6.34,8.38,3232344,3257044,2632823,9122606,35.4322438127877,35.7029997787913,28.860426505321,4298455,518058,13227,4829741,88.9996999839122,10.7264136938192,0.273865617224609,42036,49126,0.855677238122379,-0.9,8589,420411,2.04300077781029,3.8,10001284,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,36e8ec8c5b41056b298f522afa14e39b85b04a3f8d9717951c2ce79aba942b98,1,1,false,false,winter storm,2007-01-13T07:30:00,2007-01-19T16:00:00,9150,9150,0,true,true,true,true,500,true,true,false,129607,RFC,false,true,true,true,true
__MISSING__,164,2010,9,Michigan,MI,RFC,East North Central,-1.4,cold,2010-09-21T00:00:00,21:31:00,2010-09-22T00:00:00,14:30:00,severe weather,thunderstorm,__MISSING__,1019,__MISSING__,138000,12.67,10.15,7.35,10.13,2496853,3153873,2309782,7960881,31.3640286797403,39.6171353396691,29.0141505695161,4245158,520233,12827,4778219,88.8439395515358,10.8875922179373,0.268447302227043,38985,47287,0.824433776725104,5.4,8524,385039,2.21380171878693,3.7,9877369,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,df8607d456970c8fcdfceac494a7af6c11dfb742d16d839847a348376f9a4acc,1,1,false,false,thunderstorm,2010-09-21T21:31:00,2010-09-22T14:30:00,1019,1019,0,true,true,true,true,__MISSING__,false,false,false,138000,RFC,false,true,false,false,true
__MISSING__,165,2013,6,Michigan,MI,RFC,East North Central,-0.2,normal,2013-06-27T00:00:00,17:00:00,2013-06-28T00:00:00,00:00:00,severe weather,thunderstorm,__MISSING__,420,__MISSING__,138000,15.47,11.56,8.19,11.7,2608792,3324964,2678509,8612724,30.2899756221144,38.605254272632,31.0994407808726,4265264,520327,13419,4799011,88.8779792336379,10.8423798153411,0.279620113394197,41117,48396,0.849595007851889,1.4,8250,406985,2.02710173593621,3.6,9900506,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,da24974bb28fd106d18a7ec83362cb0ddb48d533fc454aba981c85cba940ca69,1,1,false,false,thunderstorm,2013-06-27T17:00:00,2013-06-28T00:00:00,420,420,0,true,true,true,true,__MISSING__,false,false,false,138000,RFC,false,true,false,false,true
__MISSING__,166,2008,7,Michigan,MI,RFC,East North Central,-0.4,normal,2008-07-02T00:00:00,20:00:00,2008-07-03T00:00:00,15:00:00,severe weather,thunderstorm,__MISSING__,1140,__MISSING__,56000,11.57,9.86,7.38,9.8,3597866,3606053,2729418,9933745,36.2186265099416,36.3010425574645,27.4762237202586,4290313,518776,12776,4821866,88.9761971817549,10.7588224143931,0.264959664992764,40097,48401,0.82843329683271,-4.6,8332,398843,2.08904255559205,3.7,9946889,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,5bd241c4a745a6a06657a9c3f26c6b0ba3b478ce9ddb8117edff17d039660495,1,1,false,false,thunderstorm,2008-07-02T20:00:00,2008-07-03T15:00:00,1140,1140,0,true,true,true,true,__MISSING__,false,false,false,56000,RFC,false,true,false,false,true
__MISSING__,167,2011,9,Michigan,MI,RFC,East North Central,-0.8,cold,2011-09-03T00:00:00,14:00:00,2011-09-08T00:00:00,18:00:00,severe weather,__MISSING__,__MISSING__,7440,__MISSING__,105000,13.5,10.24,7.21,10.12,2355484,3059022,2865545,8280337,28.4467166010272,36.9432065385745,34.6066228946962,4249136,521322,12961,4783420,88.8305020257473,10.8985203055554,0.270956763152723,39953,47586,0.839595679401505,2.5,8716,394564,2.20902058981559,3.6,9876589,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,68ae50d7204f133838c83fc1ef07d9d2e762a7f9643891db7ea03d3878341a88,1,1,false,false,__MISSING__,2011-09-03T14:00:00,2011-09-08T18:00:00,7440,7440,0,true,true,true,true,__MISSING__,false,false,false,105000,RFC,false,true,false,false,true
__MISSING__,168,2011,8,Michigan,MI,RFC,East North Central,-0.6,cold,2011-08-20T00:00:00,17:42:00,2011-08-23T00:00:00,20:00:00,severe weather,__MISSING__,__MISSING__,4458,254,65000,14.13,10.71,7.9,11.24,3663378,3634060,2589126,9886881,37.0529189134571,36.7563845463499,26.1874902711988,4249136,521322,12961,4783420,88.8305020257473,10.8985203055554,0.270956763152723,39953,47586,0.839595679401505,2.5,8716,394564,2.20902058981559,3.6,9876589,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,faa4038a8953bf40db480f2731f2b5ac18dcdb932eb9d9f140b64d4a9be55c96,1,1,false,false,__MISSING__,2011-08-20T17:42:00,2011-08-23T20:00:00,4458,4458,0,true,true,true,true,254,true,true,false,65000,RFC,false,true,true,true,true
__MISSING__,169,2015,7,Texas,TX,TRE,South,1.2,warm,2015-07-03T00:00:00,17:17:00,2015-07-03T00:00:00,23:30:00,system operability disruption,uncontrolled loss,__MISSING__,373,350,30000,11.58,7.73,5.7,8.84,16452344,13820027,9452405,39740458,41.399482612908,34.7757114424801,23.7853448996486,10318006,1425780,105936,11849725,87.0738012907473,12.0321779619358,0.893995430273698,53707,49844,1.07750180563358,1.8,31256,1488049,2.10046846575617,11,27469114,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.2583359394779,2.74203636688558,2.09087253719341,3ca3dc1bf762c02ad565f190612298f1f16085e729bd3f798c2fd03576cba512,1,1,false,false,uncontrolled loss,2015-07-03T17:17:00,2015-07-03T23:30:00,373,373,0,true,true,true,true,350,true,true,false,30000,TRE,false,true,true,true,true
