planning_parameter_status,fixed_plan_parameter_status,service_parameter_status,quarter,layer,poi_load_basis,state,kind,element_index,response_mode,branch_rating,firm_capacity_mw,conditional_capacity_mw,total_capacity_mw,data_center_demand_mw,connected_demand_mw,firm_demand_mw,active_conditional_demand_mw,access_shortfall_mw,grid_curtailment_mw,firm_breach_mw,conditional_breach_mw,breach_diagnostics_enabled,poi_load_mw,service_floor_mw,call_limit_mw,service_balance_residual_mw,service_floor_violation_mw,call_limit_violation_mw,pre_response_call_violation_mw,max_balance_residual_mw,max_loading_fraction,max_loaded_branch_index,max_outaged_branch_flow_mw,max_outaged_generator_output_mw,max_generator_bound_violation_mw,max_corrective_response_violation_mw,constraints_satisfied,security_certified
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_13_sustained,generator,13,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,6.821210263296962e-13,0.6996083977596812,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_15_sustained,generator,15,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.7053025658242404e-13,0.6988636800559564,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_16_sustained,generator,16,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.7053025658242404e-13,0.6988636800559564,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_17_sustained,generator,17,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.676855567358936,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_18_sustained,generator,18,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.968558980384842e-13,0.6728896969819443,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_19_sustained,generator,19,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.7053025658242404e-13,0.6988636800559564,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_20_sustained,generator,20,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.115907697472721e-13,0.6827591597129105,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_21_sustained,generator,21,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.7024003698128676,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_22_sustained,generator,22,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,7.958078640513122e-13,0.6636508781781442,11,0.0,0.0,0.0,1.4210854715202004e-14,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_23_sustained,generator,23,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,9.663381206337363e-13,0.6629075315512837,11,0.0,0.0,0.0,1.4210854715202004e-14,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_24_sustained,generator,24,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.5579538487363607e-13,0.6745709546895591,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_25_sustained,generator,25,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.5579538487363607e-13,0.6745709546895591,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_26_sustained,generator,26,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.6716406864579767e-12,0.6743051842302943,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_27_sustained,generator,27,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.5579538487363607e-13,0.6745709546895591,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_28_sustained,generator,28,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.5579538487363607e-13,0.6745709546895591,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_29_sustained,generator,29,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.5579538487363607e-13,0.6745709546895591,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_30_sustained,generator,30,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.7284841053187847e-12,0.6993077591160904,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_31_sustained,generator,31,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.694822225952521e-13,0.7028864194273575,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,full_contract_capacity_counterfactual,generator_32_sustained,generator,32,bounded,rate_a,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.5579538487363607e-13,0.7042081266107356,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,base,base,,base,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.524291969370097e-12,0.7770848845730569,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_0_immediate,branch,0,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.240074875066057e-12,0.6240107651534413,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_0_sustained,branch,0,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.979039320256561e-13,0.7020274343608726,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_1_immediate,branch,1,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,4.831690603168681e-12,0.6416067582659867,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_1_sustained,branch,1,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.6888937729726236,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_2_immediate,branch,2,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,6.480149750132114e-12,0.6233232119743675,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_2_sustained,branch,2,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.684341886080801e-13,0.7010288903475681,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_3_immediate,branch,3,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.5011104298755527e-12,0.621370438637561,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_3_sustained,branch,3,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.6996576110290067,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_4_immediate,branch,4,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,3.581135388230905e-12,0.6230556186668307,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_4_sustained,branch,4,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.115907697472721e-13,0.7009527656801462,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_5_immediate,branch,5,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,6.707523425575346e-12,0.6431027626605703,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_5_sustained,branch,5,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,8.810729923425242e-13,0.718537576718107,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_6_immediate,branch,6,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.9685589803848416e-12,0.8338130434303115,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_6_sustained,branch,6,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.4442670110147446e-12,0.9842974901091943,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_7_immediate,branch,7,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.7853275241795927e-12,0.6186066662704895,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_7_sustained,branch,7,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.684341886080801e-13,0.7312768654114965,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_8_immediate,branch,8,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,4.092726157978177e-12,0.6157484609409155,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_8_sustained,branch,8,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.7053025658242404e-13,0.7014826119047393,9,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_9_immediate,branch,9,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.5579538487363607e-12,0.6118490131426328,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_9_sustained,branch,9,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.8758328224066645e-12,0.6954120478361498,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_11_immediate,branch,11,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,7.077005648170598e-12,0.9627272727272728,12,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_11_sustained,branch,11,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.688693712116219e-11,1.0,12,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_12_immediate,branch,12,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.258016244624741e-12,0.9627272727272728,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_12_sustained,branch,12,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.1600499167107046e-12,1.0,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_13_immediate,branch,13,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,6.934897101018578e-12,0.569299790319653,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_13_sustained,branch,13,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.8421709430404007e-13,0.6870975464028451,27,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_14_immediate,branch,14,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,6.423306331271306e-12,0.6357793572118169,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_14_sustained,branch,14,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.6143530956469476e-11,0.7186830173601065,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_15_immediate,branch,15,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,6.707523425575346e-12,0.6890427352350961,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_15_sustained,branch,15,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.9326762412674725e-12,0.8600313011598116,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_16_immediate,branch,16,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,6.87805368215777e-12,0.6895682664672365,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_16_sustained,branch,16,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.32054400537163e-11,0.8709290523283214,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_17_immediate,branch,17,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.5706550483591855e-12,0.6825114115696673,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_17_sustained,branch,17,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,4.050093593832571e-13,0.8225523698747359,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_18_immediate,branch,18,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.475086719437968e-11,0.5577734634657352,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_18_sustained,branch,18,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.9184653865522705e-11,0.6775410750369476,11,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_19_immediate,branch,19,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.9685589803848416e-12,0.6091791577851271,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_19_sustained,branch,19,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.2221335055073723e-12,0.7171240222437943,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_20_immediate,branch,20,fixed,rate_c,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.059064278611913e-12,0.7319172141394115,22,0.0,0.0,0.0,0.0,True,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q2,actual,actual_connected_demand,branch_20_sustained,branch,20,bounded,rate_a,50.0,0.0,50.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,False,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.684341886080801e-13,0.8434499635154477,22,0.0,0.0,0.0,0.0,True,False
