policy,role,implementable,endpoint,leaf,leaf_probability,quarter,demand_mw,decision_group,firm_capacity_mw,conditional_capacity_mw,total_capacity_mw,connected_demand_mw,firm_demand_mw,active_conditional_demand_mw,access_shortfall_mw,project_start,project_start_quarter,project_available,normalization_label
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_lower__on_time,0.08333333333333333,q2,100.0,q2_g1,50.0,0.0,50.0,50.0,50.0,0.0,50.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_lower__on_time,0.08333333333333333,q3,200.0,q3_g2,200.0,0.0,200.0,200.0,200.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_lower__on_time,0.08333333333333333,q4,200.0,q4_g4,200.0,0.0,200.0,200.0,200.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_lower__delayed_one_quarter,0.08333333333333333,q1,50.0,q1_g0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_lower__delayed_one_quarter,0.08333333333333333,q2,100.0,q2_g1,50.0,0.0,50.0,50.0,50.0,0.0,50.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_lower__delayed_one_quarter,0.08333333333333333,q3,200.0,q3_g3,50.0,0.0,50.0,50.0,50.0,0.0,150.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_lower__delayed_one_quarter,0.08333333333333333,q4,200.0,q4_g5,200.0,0.0,200.0,200.0,200.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_upper__on_time,0.08333333333333333,q1,50.0,q1_g0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_upper__on_time,0.08333333333333333,q2,100.0,q2_g1,50.0,0.0,50.0,50.0,50.0,0.0,50.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_upper__on_time,0.08333333333333333,q3,200.0,q3_g2,200.0,0.0,200.0,200.0,200.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_upper__on_time,0.08333333333333333,q4,250.0,q4_g6,250.0,0.0,250.0,250.0,250.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_upper__delayed_one_quarter,0.08333333333333333,q1,50.0,q1_g0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_upper__delayed_one_quarter,0.08333333333333333,q2,100.0,q2_g1,50.0,0.0,50.0,50.0,50.0,0.0,50.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_upper__delayed_one_quarter,0.08333333333333333,q3,200.0,q3_g3,50.0,0.0,50.0,50.0,50.0,0.0,150.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,baseline_upper__delayed_one_quarter,0.08333333333333333,q4,250.0,q4_g7,250.0,0.0,250.0,250.0,250.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_lower__on_time,0.08333333333333333,q1,50.0,q1_g0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_lower__on_time,0.08333333333333333,q2,200.0,q2_g2,50.0,0.0,50.0,50.0,50.0,0.0,150.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_lower__on_time,0.08333333333333333,q3,200.0,q3_g4,200.0,0.0,200.0,200.0,200.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_lower__on_time,0.08333333333333333,q4,200.0,q4_g8,200.0,0.0,200.0,200.0,200.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_lower__delayed_one_quarter,0.08333333333333333,q1,50.0,q1_g0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_lower__delayed_one_quarter,0.08333333333333333,q2,200.0,q2_g2,50.0,0.0,50.0,50.0,50.0,0.0,150.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_lower__delayed_one_quarter,0.08333333333333333,q3,200.0,q3_g5,50.0,0.0,50.0,50.0,50.0,0.0,150.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_lower__delayed_one_quarter,0.08333333333333333,q4,200.0,q4_g9,200.0,0.0,200.0,200.0,200.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_upper__on_time,0.08333333333333333,q1,50.0,q1_g0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_upper__on_time,0.08333333333333333,q2,200.0,q2_g2,50.0,0.0,50.0,50.0,50.0,0.0,150.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_upper__on_time,0.08333333333333333,q3,200.0,q3_g4,200.0,0.0,200.0,200.0,200.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_upper__on_time,0.08333333333333333,q4,250.0,q4_g10,250.0,0.0,250.0,250.0,250.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_upper__delayed_one_quarter,0.08333333333333333,q1,50.0,q1_g0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_upper__delayed_one_quarter,0.08333333333333333,q2,200.0,q2_g2,50.0,0.0,50.0,50.0,50.0,0.0,150.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_upper__delayed_one_quarter,0.08333333333333333,q3,200.0,q3_g5,50.0,0.0,50.0,50.0,50.0,0.0,150.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,minimum_x,accelerated_upper__delayed_one_quarter,0.08333333333333333,q4,250.0,q4_g11,250.0,0.0,250.0,250.0,250.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_lower__on_time,0.08333333333333333,q1,50.0,q1_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,True,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_lower__on_time,0.08333333333333333,q2,50.0,q2_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_lower__on_time,0.08333333333333333,q3,100.0,q3_g0,25.0,75.0,100.0,100.0,25.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_lower__on_time,0.08333333333333333,q4,200.0,q4_g0,125.0,75.0,200.0,200.0,125.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_lower__delayed_one_quarter,0.08333333333333333,q1,50.0,q1_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,True,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_lower__delayed_one_quarter,0.08333333333333333,q2,50.0,q2_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_lower__delayed_one_quarter,0.08333333333333333,q3,100.0,q3_g1,0.0,50.0,50.0,50.0,0.0,50.0,50.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_lower__delayed_one_quarter,0.08333333333333333,q4,200.0,q4_g1,125.0,75.0,200.0,200.0,125.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_upper__on_time,0.08333333333333333,q1,50.0,q1_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,True,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_upper__on_time,0.08333333333333333,q2,50.0,q2_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_upper__on_time,0.08333333333333333,q3,100.0,q3_g0,25.0,75.0,100.0,100.0,25.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_upper__on_time,0.08333333333333333,q4,250.0,q4_g2,175.0,75.0,250.0,250.0,175.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_upper__delayed_one_quarter,0.08333333333333333,q1,50.0,q1_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,True,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_upper__delayed_one_quarter,0.08333333333333333,q2,50.0,q2_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_upper__delayed_one_quarter,0.08333333333333333,q3,100.0,q3_g1,0.0,50.0,50.0,50.0,0.0,50.0,50.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,delayed_upper__delayed_one_quarter,0.08333333333333333,q4,250.0,q4_g3,175.0,75.0,250.0,250.0,175.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_lower__on_time,0.08333333333333333,q1,50.0,q1_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,True,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_lower__on_time,0.08333333333333333,q2,100.0,q2_g1,0.0,50.0,50.0,50.0,0.0,50.0,50.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_lower__on_time,0.08333333333333333,q3,200.0,q3_g2,125.0,75.0,200.0,200.0,125.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_lower__on_time,0.08333333333333333,q4,200.0,q4_g4,125.0,75.0,200.0,200.0,125.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_lower__delayed_one_quarter,0.08333333333333333,q1,50.0,q1_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,True,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_lower__delayed_one_quarter,0.08333333333333333,q2,100.0,q2_g1,0.0,50.0,50.0,50.0,0.0,50.0,50.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_lower__delayed_one_quarter,0.08333333333333333,q3,200.0,q3_g3,0.0,50.0,50.0,50.0,0.0,50.0,150.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_lower__delayed_one_quarter,0.08333333333333333,q4,200.0,q4_g5,125.0,75.0,200.0,200.0,125.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_upper__on_time,0.08333333333333333,q1,50.0,q1_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,True,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_upper__on_time,0.08333333333333333,q2,100.0,q2_g1,0.0,50.0,50.0,50.0,0.0,50.0,50.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_upper__on_time,0.08333333333333333,q3,200.0,q3_g2,125.0,75.0,200.0,200.0,125.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_upper__on_time,0.08333333333333333,q4,250.0,q4_g6,175.0,75.0,250.0,250.0,175.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_upper__delayed_one_quarter,0.08333333333333333,q1,50.0,q1_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,True,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_upper__delayed_one_quarter,0.08333333333333333,q2,100.0,q2_g1,0.0,50.0,50.0,50.0,0.0,50.0,50.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_upper__delayed_one_quarter,0.08333333333333333,q3,200.0,q3_g3,0.0,50.0,50.0,50.0,0.0,50.0,150.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,baseline_upper__delayed_one_quarter,0.08333333333333333,q4,250.0,q4_g7,175.0,75.0,250.0,250.0,175.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_lower__on_time,0.08333333333333333,q1,50.0,q1_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,True,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_lower__on_time,0.08333333333333333,q2,200.0,q2_g2,0.0,50.0,50.0,50.0,0.0,50.0,150.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_lower__on_time,0.08333333333333333,q3,200.0,q3_g4,125.0,75.0,200.0,200.0,125.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_lower__on_time,0.08333333333333333,q4,200.0,q4_g8,125.0,75.0,200.0,200.0,125.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_lower__delayed_one_quarter,0.08333333333333333,q1,50.0,q1_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,True,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_lower__delayed_one_quarter,0.08333333333333333,q2,200.0,q2_g2,0.0,50.0,50.0,50.0,0.0,50.0,150.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_lower__delayed_one_quarter,0.08333333333333333,q3,200.0,q3_g5,0.0,50.0,50.0,50.0,0.0,50.0,150.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_lower__delayed_one_quarter,0.08333333333333333,q4,200.0,q4_g9,125.0,75.0,200.0,200.0,125.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_upper__on_time,0.08333333333333333,q1,50.0,q1_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,True,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_upper__on_time,0.08333333333333333,q2,200.0,q2_g2,0.0,50.0,50.0,50.0,0.0,50.0,150.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_upper__on_time,0.08333333333333333,q3,200.0,q3_g4,125.0,75.0,200.0,200.0,125.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_upper__on_time,0.08333333333333333,q4,250.0,q4_g10,175.0,75.0,250.0,250.0,175.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_upper__delayed_one_quarter,0.08333333333333333,q1,50.0,q1_g0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,True,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_upper__delayed_one_quarter,0.08333333333333333,q2,200.0,q2_g2,0.0,50.0,50.0,50.0,0.0,50.0,150.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_upper__delayed_one_quarter,0.08333333333333333,q3,200.0,q3_g5,0.0,50.0,50.0,50.0,0.0,50.0,150.0,False,q1,False,minimum_expected_contract_then_maximum_x_non_economic_normalization
B4,multistage_nonanticipative_policy,True,maximum_x,accelerated_upper__delayed_one_quarter,0.08333333333333333,q4,250.0,q4_g11,175.0,75.0,250.0,250.0,175.0,75.0,0.0,False,q1,True,minimum_expected_contract_then_maximum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_lower__on_time,0.08333333333333333,q1,50.0,q1_g0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_lower__on_time,0.08333333333333333,q2,50.0,q2_g0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_lower__on_time,0.08333333333333333,q3,100.0,q3_g0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_lower__on_time,0.08333333333333333,q4,200.0,q4_g0,200.0,0.0,200.0,200.0,200.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_lower__delayed_one_quarter,0.08333333333333333,q1,50.0,q1_g1,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_lower__delayed_one_quarter,0.08333333333333333,q2,50.0,q2_g1,50.0,0.0,50.0,50.0,50.0,0.0,0.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_lower__delayed_one_quarter,0.08333333333333333,q3,100.0,q3_g1,50.0,0.0,50.0,50.0,50.0,0.0,50.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_lower__delayed_one_quarter,0.08333333333333333,q4,200.0,q4_g1,200.0,0.0,200.0,200.0,200.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_upper__on_time,0.08333333333333333,q1,50.0,q1_g2,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_upper__on_time,0.08333333333333333,q2,50.0,q2_g2,50.0,0.0,50.0,50.0,50.0,0.0,0.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_upper__on_time,0.08333333333333333,q3,100.0,q3_g2,100.0,0.0,100.0,100.0,100.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_upper__on_time,0.08333333333333333,q4,250.0,q4_g2,250.0,0.0,250.0,250.0,250.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_upper__delayed_one_quarter,0.08333333333333333,q1,50.0,q1_g3,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_upper__delayed_one_quarter,0.08333333333333333,q2,50.0,q2_g3,50.0,0.0,50.0,50.0,50.0,0.0,0.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_upper__delayed_one_quarter,0.08333333333333333,q3,100.0,q3_g3,50.0,0.0,50.0,50.0,50.0,0.0,50.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,delayed_upper__delayed_one_quarter,0.08333333333333333,q4,250.0,q4_g3,250.0,0.0,250.0,250.0,250.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_lower__on_time,0.08333333333333333,q1,50.0,q1_g4,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_lower__on_time,0.08333333333333333,q2,100.0,q2_g4,50.0,0.0,50.0,50.0,50.0,0.0,50.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_lower__on_time,0.08333333333333333,q3,200.0,q3_g4,200.0,0.0,200.0,200.0,200.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_lower__on_time,0.08333333333333333,q4,200.0,q4_g4,200.0,0.0,200.0,200.0,200.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_lower__delayed_one_quarter,0.08333333333333333,q1,50.0,q1_g5,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_lower__delayed_one_quarter,0.08333333333333333,q2,100.0,q2_g5,50.0,0.0,50.0,50.0,50.0,0.0,50.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_lower__delayed_one_quarter,0.08333333333333333,q3,200.0,q3_g5,50.0,0.0,50.0,50.0,50.0,0.0,150.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_lower__delayed_one_quarter,0.08333333333333333,q4,200.0,q4_g5,200.0,0.0,200.0,200.0,200.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_upper__on_time,0.08333333333333333,q1,50.0,q1_g6,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_upper__on_time,0.08333333333333333,q2,100.0,q2_g6,50.0,0.0,50.0,50.0,50.0,0.0,50.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_upper__on_time,0.08333333333333333,q3,200.0,q3_g6,200.0,0.0,200.0,200.0,200.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_upper__on_time,0.08333333333333333,q4,250.0,q4_g6,250.0,0.0,250.0,250.0,250.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_upper__delayed_one_quarter,0.08333333333333333,q1,50.0,q1_g7,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_upper__delayed_one_quarter,0.08333333333333333,q2,100.0,q2_g7,50.0,0.0,50.0,50.0,50.0,0.0,50.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_upper__delayed_one_quarter,0.08333333333333333,q3,200.0,q3_g7,50.0,0.0,50.0,50.0,50.0,0.0,150.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,baseline_upper__delayed_one_quarter,0.08333333333333333,q4,250.0,q4_g7,250.0,0.0,250.0,250.0,250.0,0.0,0.0,False,q1,True,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,accelerated_lower__on_time,0.08333333333333333,q1,50.0,q1_g8,50.0,0.0,50.0,50.0,50.0,0.0,0.0,True,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
B5,perfect_information_bound,False,minimum_x,accelerated_lower__on_time,0.08333333333333333,q2,200.0,q2_g8,50.0,0.0,50.0,50.0,50.0,0.0,150.0,False,q1,False,minimum_expected_contract_then_minimum_x_non_economic_normalization
