planning_parameter_status,connected_capacity_interpretation,quarter,state,kind,element_index,response_mode,branch_rating,project_commissioned,connected_capacity_mw,state_generation_cost_original_quadratic_evaluation_synthetic_units_per_hour,max_balance_residual_mw,max_loading_fraction,max_loaded_branch_index,outaged_branch_indices,max_outaged_branch_flow_mw,outaged_generator_indices,max_outaged_generator_output_mw,max_generator_lower_bound_violation_mw,max_generator_upper_bound_violation_mw,max_generator_bound_violation_mw,max_corrective_response_violation_mw,power_tolerance_mw,loading_tolerance_fraction,dc_constraints_satisfied,security_certified
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_10_sustained,generator,10,bounded,rate_a,False,50.0,47262.157031243514,2.5579538487363607e-13,0.7537731563470841,22,,0.0,10,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_11_sustained,generator,11,bounded,rate_a,False,50.0,49560.40851227239,3.410605131648481e-12,0.699805923761658,27,,0.0,11,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_12_sustained,generator,12,bounded,rate_a,False,50.0,45582.453642,1.1368683772161603e-13,0.7881326277449613,22,,0.0,12,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_13_sustained,generator,13,bounded,rate_a,False,50.0,49560.4085122724,4.149569576838985e-12,0.699805923761658,27,,0.0,13,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_15_sustained,generator,15,bounded,rate_a,False,50.0,50196.99246644807,9.663381206337363e-13,0.6990612060579342,27,,0.0,15,0.0,6.217248937900877e-15,0.0,6.217248937900877e-15,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_16_sustained,generator,16,bounded,rate_a,False,50.0,59341.84951400093,6.423306331271306e-12,0.6676849012503077,11,,0.0,16,0.0,6.217248937900877e-15,0.0,6.217248937900877e-15,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_17_sustained,generator,17,bounded,rate_a,False,50.0,59275.322259073015,9.663381206337363e-13,0.7043911845987668,27,,0.0,17,0.0,6.217248937900877e-15,0.0,6.217248937900877e-15,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_18_sustained,generator,18,bounded,rate_a,False,50.0,50196.99246644836,2.6147972675971687e-12,0.6990612060579334,27,,0.0,18,0.0,6.217248937900877e-15,0.0,6.217248937900877e-15,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_19_sustained,generator,19,bounded,rate_a,False,50.0,48622.71453378245,1.7053025658242404e-13,0.7328544057727131,22,,0.0,19,0.0,6.217248937900877e-15,0.0,6.217248937900877e-15,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_20_sustained,generator,20,bounded,rate_a,False,50.0,51994.56815369864,4.661160346586257e-12,0.6827199282528684,27,,0.0,20,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_21_sustained,generator,21,bounded,rate_a,False,50.0,51994.56815334336,3.410605131648481e-13,0.7026371272748866,27,,0.0,21,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_22_sustained,generator,22,bounded,rate_a,False,50.0,62948.20368140001,4.547473508864641e-13,0.6654579068360875,11,,0.0,22,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_23_sustained,generator,23,bounded,rate_a,False,50.0,62948.20368139999,7.958078640513122e-13,0.6647145602092245,11,,0.0,23,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_24_sustained,generator,24,bounded,rate_a,False,50.0,54077.94708962603,2.9558577807620168e-12,0.6735488081653555,11,,0.0,24,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_25_sustained,generator,25,bounded,rate_a,False,50.0,52826.41741470519,3.979039320256561e-13,0.674636522303531,11,,0.0,25,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_26_sustained,generator,26,bounded,rate_a,False,50.0,52826.417414705415,2.1032064978498966e-12,0.6746365223035307,11,,0.0,26,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_27_sustained,generator,27,bounded,rate_a,False,50.0,60213.22717088808,1.1368683772161603e-13,0.6715408573410557,11,,0.0,27,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_28_sustained,generator,28,bounded,rate_a,False,50.0,62291.64835062539,7.389644451905042e-13,0.6654664133841992,11,,0.0,28,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_29_sustained,generator,29,bounded,rate_a,False,50.0,61973.32221427137,2.2737367544323206e-13,0.6656273541919929,11,,0.0,29,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_30_sustained,generator,30,bounded,rate_a,False,50.0,60151.61056270124,6.252776074688882e-13,0.6699860261115067,11,,0.0,30,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_31_sustained,generator,31,bounded,rate_a,False,50.0,59199.84666256657,5.400124791776761e-13,0.7051866587670231,27,,0.0,31,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q1,generator_32_sustained,generator,32,bounded,rate_a,False,50.0,59044.98810176746,3.410605131648481e-13,0.7368644303479566,27,,0.0,32,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,base,base,,base,rate_a,False,50.0,48720.2036330875,6.267691787797958e-08,0.7770848905104549,22,,0.0,,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_0_immediate,branch,0,fixed,rate_c,False,50.0,48720.2036333754,6.821210263296962e-13,0.6240107699295103,22,0,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_0_sustained,branch,0,bounded,rate_a,False,50.0,50300.60032226561,2.8421709430404007e-13,0.7020274521999763,22,0,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_1_immediate,branch,1,fixed,rate_c,False,50.0,48720.2036333754,9.663381206337363e-13,0.6416067631912016,22,1,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_1_sustained,branch,1,bounded,rate_a,False,50.0,50300.60032226559,2.2737367544323206e-13,0.7219145966593253,22,1,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_2_immediate,branch,2,fixed,rate_c,False,50.0,48720.2036333754,6.821210263296962e-13,0.6233232167602794,22,2,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_2_sustained,branch,2,bounded,rate_a,False,50.0,50300.600322265636,2.2453150450019166e-12,0.7010289082147803,22,2,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_3_immediate,branch,3,fixed,rate_c,False,50.0,48720.2036333754,6.252776074688882e-13,0.6213704433912605,22,3,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_3_sustained,branch,3,bounded,rate_a,False,50.0,48813.115537306985,2.2737367544323206e-13,0.7323298489809694,22,3,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_4_immediate,branch,4,fixed,rate_c,False,50.0,48720.2036333754,3.410605131648481e-13,0.6230556234344601,22,4,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_4_sustained,branch,4,bounded,rate_a,False,50.0,48813.115537306985,1.7053025658242404e-13,0.7342997805724149,22,4,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_5_immediate,branch,5,fixed,rate_c,False,50.0,48720.2036333754,9.094947017729282e-13,0.6431027679570503,22,5,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_5_sustained,branch,5,bounded,rate_a,False,50.0,48813.115537306985,1.1368683772161603e-13,0.7541750147926509,22,5,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_6_immediate,branch,6,fixed,rate_c,False,50.0,48720.2036333754,3.410605131648481e-13,0.8338130495700385,22,6,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_6_sustained,branch,6,bounded,rate_a,False,50.0,61949.50554875836,4.547473508864641e-13,0.708535016388482,5,6,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_7_immediate,branch,7,fixed,rate_c,False,50.0,48720.2036333754,2.2737367544323206e-13,0.618606671024189,22,7,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_7_sustained,branch,7,bounded,rate_a,False,50.0,48813.11553730698,1.1368683772161603e-13,0.7312768655494764,11,7,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_8_immediate,branch,8,fixed,rate_c,False,50.0,48720.2036333754,4.547473508864641e-13,0.615748465726827,22,8,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_8_sustained,branch,8,bounded,rate_a,False,50.0,48813.11553730698,1.7053025658242404e-13,0.7249866422939476,22,8,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_9_immediate,branch,9,fixed,rate_c,False,50.0,48720.2036333754,1.2505552149377763e-12,0.6118490179102634,22,9,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_9_sustained,branch,9,bounded,rate_a,False,50.0,50300.60032226274,2.1714186004828662e-11,0.6954120514100761,27,9,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_11_immediate,branch,11,fixed,rate_c,False,50.0,48720.2036333754,6.110667527536862e-13,0.9627272727272728,12,11,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_11_sustained,branch,11,bounded,rate_a,False,50.0,60727.86151981815,6.252776074688882e-13,1.0,12,11,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_12_immediate,branch,12,fixed,rate_c,False,50.0,48720.2036333754,3.979039320256561e-13,0.9627272727272728,11,12,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_12_sustained,branch,12,bounded,rate_a,False,50.0,50239.454339691045,3.183231456205249e-12,1.0,11,12,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_13_immediate,branch,13,fixed,rate_c,False,50.0,48720.2036333754,1.0231815394945443e-12,0.5692997869520836,27,13,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_13_sustained,branch,13,bounded,rate_a,False,50.0,50300.60032226561,5.684341886080801e-13,0.689172112704274,27,13,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_14_immediate,branch,14,fixed,rate_c,False,50.0,48720.2036333754,4.547473508864641e-13,0.6357793618402664,22,14,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_14_sustained,branch,14,bounded,rate_a,False,50.0,48813.11553730698,2.2737367544323206e-13,0.7515424163724581,22,14,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_15_immediate,branch,15,fixed,rate_c,False,50.0,48720.2036333754,5.684341886080801e-13,0.6890427358997486,11,15,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_15_sustained,branch,15,bounded,rate_a,False,50.0,50300.60032226603,4.945377440890297e-12,0.857865655669459,11,15,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_16_immediate,branch,16,fixed,rate_c,False,50.0,48720.2036333754,5.115907697472721e-13,0.689568266106145,11,16,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_16_sustained,branch,16,bounded,rate_a,False,50.0,50300.60032226559,8.526512829121202e-13,0.8709290520400873,11,16,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_17_immediate,branch,17,fixed,rate_c,False,50.0,48720.2036333754,9.094947017729282e-13,0.6825114148635126,22,17,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_17_sustained,branch,17,bounded,rate_a,False,50.0,50300.60032226557,2.0463630789890885e-12,0.8017432120197634,22,17,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_18_immediate,branch,18,fixed,rate_c,False,50.0,48720.2036333754,5.684341886080801e-13,0.5577734640098033,11,18,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_18_sustained,branch,18,bounded,rate_a,False,50.0,61949.50554875834,1.1368683772161603e-13,0.6734102786789619,11,18,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_19_immediate,branch,19,fixed,rate_c,False,50.0,48720.2036333754,3.694822225952521e-13,0.6091791625341737,22,19,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_19_sustained,branch,19,bounded,rate_a,False,50.0,50300.60032226559,7.958078640513122e-13,0.6969975438756184,27,19,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_20_immediate,branch,20,fixed,rate_c,False,50.0,48720.2036333754,7.389644451905042e-13,0.7319172178755804,22,20,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_20_sustained,branch,20,bounded,rate_a,False,50.0,54077.94843926257,1.1681322575896047e-11,0.7786390580830571,22,20,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_21_immediate,branch,21,fixed,rate_c,False,50.0,48720.2036333754,9.094947017729282e-13,0.7427395303447997,22,21,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_21_sustained,branch,21,bounded,rate_a,False,50.0,50300.60032226559,2.2737367544323206e-13,0.8547564848877073,22,21,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_22_immediate,branch,22,fixed,rate_c,False,50.0,48720.2036333754,1.1368683772161603e-12,0.6594067857049902,28,22,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_22_sustained,branch,22,bounded,rate_a,False,50.0,62404.68413077104,1.7053025658242404e-13,0.7319879320140305,17,22,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_23_immediate,branch,23,fixed,rate_c,False,50.0,48720.2036333754,1.0231815394945443e-12,0.728559492864677,27,23,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_23_sustained,branch,23,bounded,rate_a,False,50.0,62291.64939255001,1.1368683772161603e-13,0.6640134629918464,11,23,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_24_immediate,branch,24,fixed,rate_c,False,50.0,48720.2036333754,6.252776074688882e-13,0.7390655526016005,27,24,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_24_sustained,branch,24,bounded,rate_a,False,50.0,50300.6003222657,1.7053025658242404e-12,0.9061527282526867,27,24,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_25_immediate,branch,25,fixed,rate_c,False,50.0,48720.2036333754,4.547473508864641e-13,0.7390655526016011,27,25,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_25_sustained,branch,25,bounded,rate_a,False,50.0,50300.60032226558,2.2737367544323206e-13,0.9061527282526867,27,25,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_26_immediate,branch,26,fixed,rate_c,False,50.0,48720.2036333754,9.094947017729282e-13,0.8338130495700395,22,26,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_26_sustained,branch,26,bounded,rate_a,False,50.0,48813.11553730379,1.7053025658242404e-13,0.9842974901091928,22,26,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_27_immediate,branch,27,fixed,rate_c,False,50.0,48720.2036333754,4.547473508864641e-13,0.7343649569546118,23,27,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_27_sustained,branch,27,bounded,rate_a,False,50.0,63021.36474705381,1.1368683772161603e-13,0.6674759840458291,11,27,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_28_immediate,branch,28,fixed,rate_c,False,50.0,48720.2036333754,5.115907697472721e-13,0.7876776996180848,22,28,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_28_sustained,branch,28,bounded,rate_a,False,50.0,50300.6003222656,3.979039320256561e-13,0.7647512117495288,22,28,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_29_immediate,branch,29,fixed,rate_c,False,50.0,48720.2036333754,7.958078640513122e-13,0.6141106050301077,22,29,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_29_sustained,branch,29,bounded,rate_a,False,50.0,62908.06305332865,1.4210854715202004e-13,0.665359473284868,11,29,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_30_immediate,branch,30,fixed,rate_c,False,50.0,48720.2036333754,3.410605131648481e-13,0.6196929978297377,22,30,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_30_sustained,branch,30,bounded,rate_a,False,50.0,50300.6003222656,1.7053025658242404e-13,0.6970238114554006,22,30,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_31_immediate,branch,31,fixed,rate_c,False,50.0,48720.2036333754,7.389644451905042e-13,0.6212364625010361,22,31,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_31_sustained,branch,31,bounded,rate_a,False,50.0,59445.354122345656,5.115907697472721e-13,0.668440645201357,11,31,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_32_immediate,branch,32,fixed,rate_c,False,50.0,48720.2036333754,5.684341886080801e-13,0.6212364625010357,22,32,0.0,,0.0,0.0,0.0,0.0,3.150796601403272e-08,1e-06,1e-06,True,False
synthetic_benchmark_not_site_evidence,firm_connected_and_operating_demand_capped_by_quarter_request,q2,branch_32_sustained,branch,32,bounded,rate_a,False,50.0,48813.11553730697,1.0231815394945443e-12,0.732264624737591,22,32,0.0,,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,1e-06,1e-06,True,False
