redispatch_fraction_pmax,state,kind,element_index,response_mode,branch_rating,objective,max_balance_residual_mw,max_loading_fraction,max_loaded_branch_index,max_redispatch_mw,outaged_branch_flow_mw,outaged_generator_mw
0.2,generator_13_sustained,generator,13,bounded,rate_a,65160.79168775133,6.821210263296962e-13,0.7391847302171586,22,60.70312499999335,,0.0
0.2,generator_15_sustained,generator,15,bounded,rate_a,68412.38977100872,4.547473508864641e-13,0.6498535385871088,22,60.70312499999335,,0.0
0.2,generator_16_sustained,generator,16,bounded,rate_a,64925.75174033972,3.979039320256561e-13,0.7306393065441785,22,60.70312499999335,,0.0
0.2,generator_17_sustained,generator,17,bounded,rate_a,66659.16591352821,3.410605131648481e-13,0.6896214878290359,22,60.70312499999335,,0.0
0.2,generator_18_sustained,generator,18,bounded,rate_a,64967.09041318468,3.979039320256561e-13,0.7342924699592083,22,60.70312499999335,,0.0
0.2,generator_19_sustained,generator,19,bounded,rate_a,68411.97363733735,4.547473508864641e-13,0.6498535385871088,22,60.70312499999335,,0.0
0.2,generator_20_sustained,generator,20,bounded,rate_a,70906.59325351223,3.410605131648481e-13,0.6204128429348477,22,60.70312499999335,,0.0
0.2,generator_21_sustained,generator,21,bounded,rate_a,71424.388096952,4.263256414560601e-13,0.6458491666226933,27,60.70312499999335,,0.0
0.2,generator_22_sustained,generator,22,bounded,rate_a,80386.78963847217,4.547473508864641e-13,0.7301339285714378,10,60.70312499999335,,0.0
0.2,generator_23_sustained,generator,23,bounded,rate_a,80386.78963847224,1.0373923942097463e-12,0.7301339285714451,10,60.70312499999335,,0.0
0.2,generator_24_sustained,generator,24,bounded,rate_a,69275.77455919635,7.389644451905042e-13,0.6522782194577095,22,60.70312499999335,,0.0
0.2,generator_25_sustained,generator,25,bounded,rate_a,69275.77455919635,7.389644451905042e-13,0.6522782194577095,22,60.70312499999335,,0.0
0.2,generator_26_sustained,generator,26,bounded,rate_a,68249.92378455213,4.263256414560601e-13,0.69905130382721,22,60.70312499999335,,0.0
0.2,generator_27_sustained,generator,27,bounded,rate_a,69275.33756322315,7.389644451905042e-13,0.6522782194577095,22,60.70312499999335,,0.0
0.2,generator_28_sustained,generator,28,bounded,rate_a,70406.3830495681,3.069544618483633e-12,0.6269199104862919,22,60.70312499999335,,0.0
0.2,generator_29_sustained,generator,29,bounded,rate_a,69910.85215859812,2.8421709430404007e-13,0.6525537399895232,22,60.70312499999335,,0.0
0.2,generator_30_sustained,generator,30,bounded,rate_a,71665.57119439228,2.5579538487363607e-12,0.6759127511145978,22,60.70312499999335,,0.0
0.2,generator_31_sustained,generator,31,bounded,rate_a,70708.06655911221,3.694822225952521e-13,0.6749058975896582,22,60.70312499999335,,0.0
0.2,generator_32_sustained,generator,32,bounded,rate_a,74636.07728847218,3.410605131648481e-13,0.654617779637089,27,39.400000000000034,,0.0
0.5,base,base,,base,rate_a,61001.24495582477,1.1368683772161603e-12,0.7322313864735112,22,0.0,,
0.5,branch_0_immediate,branch,0,fixed,rate_c,61001.24495582477,7.958078640513122e-13,0.5869465779708776,22,0.0,-0.0,
0.5,branch_0_sustained,branch,0,bounded,rate_a,68428.06331589559,2.2737367544323206e-13,0.7011718337875411,11,98.5,-0.0,
0.5,branch_1_immediate,branch,1,fixed,rate_c,61001.24495582477,6.252776074688882e-13,0.5873951457173636,22,0.0,-0.0,
0.5,branch_1_sustained,branch,1,bounded,rate_a,68428.06331589556,1.8189894035458565e-12,0.724184206201695,11,98.5,-0.0,
0.5,branch_2_immediate,branch,2,fixed,rate_c,61001.24495582477,1.7053025658242404e-12,0.5950782335859857,22,0.0,-0.0,
0.5,branch_2_sustained,branch,2,bounded,rate_a,66479.7595106,3.694822225952521e-13,0.7565916676236469,22,98.5,-0.0,
0.5,branch_3_immediate,branch,3,fixed,rate_c,61001.24495582477,1.2505552149377763e-12,0.5878027271982413,22,0.0,-0.0,
0.5,branch_3_sustained,branch,3,bounded,rate_a,66480.11236790103,2.8421709430404007e-13,0.7525950867914555,22,98.5,-0.0,
0.5,branch_4_immediate,branch,4,fixed,rate_c,61001.24495582477,3.637978807091713e-12,0.68,9,0.0,-0.0,
0.5,branch_4_sustained,branch,4,bounded,rate_a,66182.45862259997,7.389644451905042e-13,0.7771428571428571,9,98.5,-0.0,
0.5,branch_5_immediate,branch,5,fixed,rate_c,61001.24495582477,6.821210263296962e-13,0.600227765262545,22,0.0,-0.0,
0.5,branch_5_sustained,branch,5,bounded,rate_a,66359.58817332603,1.2789769243681803e-12,0.7583867105416907,22,98.5,-0.0,
0.5,branch_6_immediate,branch,6,fixed,rate_c,61001.24495582477,1.0231815394945443e-12,0.7703223228619709,22,0.0,-0.0,
0.5,branch_6_sustained,branch,6,bounded,rate_a,69260.8881023831,7.389644451905042e-13,0.9487513723793469,22,98.5,-0.0,
0.5,branch_7_immediate,branch,7,fixed,rate_c,61001.24495582477,8.810729923425242e-13,0.5843480117394023,22,0.0,-0.0,
0.5,branch_7_sustained,branch,7,bounded,rate_a,67875.84991157058,3.410605131648481e-13,0.7607357264342441,9,98.5,-0.0,
0.5,branch_8_immediate,branch,8,fixed,rate_c,61001.24495582477,1.5614176618328202e-12,0.5856097947941714,22,0.0,-0.0,
0.5,branch_8_sustained,branch,8,bounded,rate_a,66182.67368146348,1.5347723092418164e-12,0.7493137598708547,9,98.5,-0.0,
0.5,branch_9_immediate,branch,9,fixed,rate_c,61001.24495582477,9.094947017729282e-13,0.6181818181818182,4,0.0,-0.0,
0.5,branch_9_sustained,branch,9,bounded,rate_a,68240.94060414175,3.979039320256561e-13,0.7771428571428571,4,98.5,-0.0,
0.5,branch_11_immediate,branch,11,fixed,rate_c,61001.24495582477,5.684341886080801e-13,0.5895439070791058,22,0.0,-0.0,
0.5,branch_11_sustained,branch,11,bounded,rate_a,68908.36779510419,9.094947017729282e-13,1.0,12,98.5,-0.0,
0.5,branch_12_immediate,branch,12,fixed,rate_c,61001.24495582477,8.526512829121202e-13,0.5830771091969459,22,0.0,-0.0,
0.5,branch_12_sustained,branch,12,bounded,rate_a,68908.36779510415,5.684341886080801e-13,1.0,11,98.5,-0.0,
0.5,branch_13_immediate,branch,13,fixed,rate_c,61001.24495582477,5.044853423896711e-13,0.5378896681977702,22,0.0,-0.0,
0.5,branch_13_sustained,branch,13,bounded,rate_a,69849.52588671166,1.7621459846850485e-12,0.6989931661521999,9,98.5,-0.0,
0.5,branch_14_immediate,branch,14,fixed,rate_c,61001.24495582477,2.1600499167107046e-12,0.5989777192566754,22,0.0,-0.0,
0.5,branch_14_sustained,branch,14,bounded,rate_a,67875.84991157059,8.526512829121202e-13,0.7707346998948261,16,98.5,-0.0,
0.5,branch_15_immediate,branch,15,fixed,rate_c,61001.24495582477,7.958078640513122e-13,0.5313707636418238,22,0.0,-0.0,
0.5,branch_15_sustained,branch,15,bounded,rate_a,68428.06331589559,8.810729923425242e-13,0.9099835805903255,11,98.5,-0.0,
0.5,branch_16_immediate,branch,16,fixed,rate_c,61001.24495582477,1.4779288903810084e-12,0.6192468316864782,22,0.0,-0.0,
0.5,branch_16_sustained,branch,16,bounded,rate_a,67875.84991157058,5.684341886080801e-13,0.9310065419453679,11,98.5,-0.0,
0.5,branch_17_immediate,branch,17,fixed,rate_c,61001.24495582477,6.821210263296962e-13,0.6471925368260729,22,0.0,-0.0,
0.5,branch_17_sustained,branch,17,bounded,rate_a,68151.65630173309,1.3073986337985843e-12,0.8649284709960988,22,98.5,-0.0,
0.5,branch_18_immediate,branch,18,fixed,rate_c,61001.24495582477,1.1368683772161603e-12,0.4972357343264281,27,0.0,-0.0,
0.5,branch_18_sustained,branch,18,bounded,rate_a,69730.89474507059,1.0231815394945443e-12,0.7142080469011607,11,98.5,-0.0,
0.5,branch_19_immediate,branch,19,fixed,rate_c,61001.24495582477,2.9558577807620168e-12,0.5764377611716184,22,0.0,-0.0,
0.5,branch_19_sustained,branch,19,bounded,rate_a,70038.89803964176,1.1937117960769683e-12,0.7040193958778059,11,98.5,-0.0,
0.5,branch_20_immediate,branch,20,fixed,rate_c,61001.24495582477,1.4779288903810084e-12,0.6932542639170449,22,0.0,-0.0,
0.5,branch_20_sustained,branch,20,bounded,rate_a,66299.8302578,1.3642420526593924e-12,0.8809763384071432,22,98.5,-0.0,
0.5,branch_21_immediate,branch,21,fixed,rate_c,61001.24495582477,1.2363443602225743e-12,0.7111338821493739,22,0.0,-0.0,
0.5,branch_21_sustained,branch,21,bounded,rate_a,69783.15038372924,2.2737367544323206e-13,0.7843311938407468,22,98.5,-0.0,
0.5,branch_22_immediate,branch,22,fixed,rate_c,61001.24495582477,6.139089236967266e-12,0.573811687742542,21,0.0,-0.0,
0.5,branch_22_sustained,branch,22,bounded,rate_a,69783.15038372925,7.958078640513122e-13,0.8229866051106924,6,98.5,-0.0,
0.5,branch_23_immediate,branch,23,fixed,rate_c,61001.24495582477,9.094947017729282e-13,0.6189027032548079,27,0.0,-0.0,
0.5,branch_23_sustained,branch,23,bounded,rate_a,68705.07095405812,1.1368683772161603e-12,0.705795330032045,11,98.5,-0.0,
0.5,branch_24_immediate,branch,24,fixed,rate_c,61001.24495582477,4.547473508864641e-13,0.6655508894714685,27,0.0,-0.0,
0.5,branch_24_sustained,branch,24,bounded,rate_a,68802.8384403206,1.0231815394945443e-12,0.8096844763938309,27,98.5,-0.0,
0.5,branch_25_immediate,branch,25,fixed,rate_c,61001.24495582477,4.547473508864641e-13,0.6655508894714685,27,0.0,-0.0,
0.5,branch_25_sustained,branch,25,bounded,rate_a,69783.15038372927,1.7692514120426495e-12,0.8051514770142557,27,98.5,-0.0,
0.5,branch_26_immediate,branch,26,fixed,rate_c,61001.24495582477,2.7000623958883807e-12,0.7703223228619679,22,0.0,-0.0,
0.5,branch_26_sustained,branch,26,bounded,rate_a,66247.22908148488,1.1368683772161603e-12,1.0,22,98.5,-0.0,
0.5,branch_27_immediate,branch,27,fixed,rate_c,61001.24495582477,2.9274360713316128e-12,0.6169750701057426,23,0.0,-0.0,
0.5,branch_27_sustained,branch,27,bounded,rate_a,66479.75951060002,3.410605131648481e-13,0.767,24,98.5,-0.0,
0.5,branch_28_immediate,branch,28,fixed,rate_c,61001.24495582477,8.100187187665142e-13,0.6928872625849625,22,0.0,-0.0,
0.5,branch_28_sustained,branch,28,bounded,rate_a,67875.8499115706,6.252776074688882e-13,0.7513271652363216,22,98.5,-0.0,
0.5,branch_29_immediate,branch,29,fixed,rate_c,61001.24495582477,1.8189894035458565e-12,0.5795784611442518,22,0.0,-0.0,
0.5,branch_29_sustained,branch,29,bounded,rate_a,67875.84991157055,2.5011104298755527e-12,0.7061852209838507,11,98.5,-0.0,
0.5,branch_30_immediate,branch,30,fixed,rate_c,61001.24495582477,1.2505552149377763e-12,0.5838269033887621,22,0.0,-0.0,
0.5,branch_30_sustained,branch,30,bounded,rate_a,69260.88810238308,1.2505552149377763e-12,0.7049658606926569,11,98.5,-0.0,
0.5,branch_31_immediate,branch,31,fixed,rate_c,61001.24495582477,3.751665644813329e-12,0.5852149896431889,22,0.0,-0.0,
0.5,branch_31_sustained,branch,31,bounded,rate_a,66182.67368146386,4.121147867408581e-12,0.728787056359214,22,98.5,-0.0,
0.5,branch_32_immediate,branch,32,fixed,rate_c,61001.24495582477,8.526512829121202e-13,0.5852149896431909,22,0.0,-0.0,
0.5,branch_32_sustained,branch,32,bounded,rate_a,66300.10043603877,5.4001247917767614e-12,0.7379098144798706,22,98.5,-0.0,
0.5,branch_33_immediate,branch,33,fixed,rate_c,61001.24495582477,7.958078640513122e-13,0.5757950874252783,22,0.0,-0.0,
0.5,branch_33_sustained,branch,33,bounded,rate_a,66182.67368146394,6.0254023992456496e-12,0.7128224963821607,22,98.5,-0.0,
0.5,branch_34_immediate,branch,34,fixed,rate_c,61001.24495582477,3.552713678800501e-13,0.5757950874252785,22,0.0,-0.0,
0.5,branch_34_sustained,branch,34,bounded,rate_a,66182.67368146381,3.240074875066057e-12,0.7128224963821608,22,98.5,-0.0,
0.5,branch_35_immediate,branch,35,fixed,rate_c,61001.24495582477,6.821210263296962e-13,0.5718636371569683,22,0.0,-0.0,
0.5,branch_35_sustained,branch,35,bounded,rate_a,66182.45862260005,1.0942358130705543e-12,0.7096935138976674,22,98.5,-0.0,
0.5,branch_36_immediate,branch,36,fixed,rate_c,61001.24495582477,6.821210263296962e-13,0.5718636371569683,22,0.0,-0.0,
0.5,branch_36_sustained,branch,36,bounded,rate_a,66182.67368146358,1.0942358130705543e-12,0.7096935138976674,22,98.5,-0.0,
0.5,branch_37_immediate,branch,37,fixed,rate_c,61001.24495582477,1.0231815394945443e-12,0.5879958690299798,22,0.0,-0.0,
0.5,branch_37_sustained,branch,37,bounded,rate_a,66241.12893875098,5.684341886080801e-13,0.7368093441704971,22,98.5,-0.0,
0.5,generator_0_sustained,generator,0,bounded,rate_a,65624.3912820706,6.252776074688882e-13,0.7068649746814338,11,98.5,,0.0
0.5,generator_1_sustained,generator,1,bounded,rate_a,64683.19010082596,8.384404281969182e-13,0.7424968066179412,22,98.5,,0.0
0.5,generator_2_sustained,generator,2,bounded,rate_a,67375.63920979993,1.0231815394945443e-12,0.7370086706602698,22,98.5,,0.0
0.5,generator_3_sustained,generator,3,bounded,rate_a,67264.847128776,1.0942358130705543e-12,0.727875762122696,22,98.5,,0.0
0.5,generator_4_sustained,generator,4,bounded,rate_a,64683.190100825974,5.826450433232822e-13,0.7426160795098665,22,98.5,,0.0
0.5,generator_5_sustained,generator,5,bounded,rate_a,64800.68165059995,6.821210263296962e-13,0.7517489880474403,22,98.5,,0.0
0.5,generator_6_sustained,generator,6,bounded,rate_a,70378.41387415423,9.663381206337363e-13,0.7020390864837389,11,98.5,,0.0
0.5,generator_7_sustained,generator,7,bounded,rate_a,67488.53676499994,5.115907697472721e-13,0.7464248523161662,22,98.5,,0.0
0.5,generator_8_sustained,generator,8,bounded,rate_a,68829.3162765855,1.7053025658242404e-13,0.7710897700207259,11,98.5,,0.0
0.5,generator_9_sustained,generator,9,bounded,rate_a,65654.58435400727,5.684341886080801e-13,0.7791967560810739,11,98.5,,0.0
0.5,generator_10_sustained,generator,10,bounded,rate_a,67253.56613797678,1.7053025658242404e-12,0.7763713145663649,11,98.5,,0.0
0.5,generator_11_sustained,generator,11,bounded,rate_a,64356.21150119805,6.252776074688882e-13,0.7560070336062739,22,98.5,,0.0
0.5,generator_12_sustained,generator,12,bounded,rate_a,64099.95473328553,9.094947017729282e-13,0.7514510134995812,22,98.5,,0.0
0.5,generator_13_sustained,generator,13,bounded,rate_a,64345.39648259992,6.821210263296962e-13,0.7560627925245397,22,98.5,,0.0
0.5,generator_15_sustained,generator,15,bounded,rate_a,70113.07096662925,5.968558980384842e-13,0.7012019078475167,11,98.5,,0.0
0.5,generator_16_sustained,generator,16,bounded,rate_a,66315.7641968185,3.410605131648481e-13,0.7459069931347658,22,98.5,,0.0
0.5,generator_17_sustained,generator,17,bounded,rate_a,66894.92461378095,2.4797941478027496e-12,0.7416160593977922,22,98.5,,0.0
0.5,generator_18_sustained,generator,18,bounded,rate_a,66955.4104150685,4.547473508864641e-13,0.7461825136665794,22,98.5,,0.0
0.5,generator_19_sustained,generator,19,bounded,rate_a,69856.71237631675,3.979039320256561e-13,0.7003286953464329,11,98.5,,0.0
0.5,generator_20_sustained,generator,20,bounded,rate_a,70138.20943065111,3.410605131648481e-13,0.6929807218978807,11,98.5,,0.0
0.5,generator_21_sustained,generator,21,bounded,rate_a,71034.58602040114,6.252776074688882e-13,0.6943761451623454,11,98.5,,0.0
0.5,generator_22_sustained,generator,22,bounded,rate_a,80710.70806812945,2.2737367544323206e-13,0.6010267857142277,10,98.5,,0.0
0.5,generator_23_sustained,generator,23,bounded,rate_a,80710.70806812945,2.8421709430404007e-13,0.6010267857142277,10,98.5,,0.0
0.5,generator_24_sustained,generator,24,bounded,rate_a,69966.32459769558,3.410605131648481e-13,0.7046390657399011,11,98.5,,0.0
0.5,generator_25_sustained,generator,25,bounded,rate_a,70922.04509101676,8.526512829121202e-13,0.6936816399372161,11,98.5,,0.0
0.5,generator_26_sustained,generator,26,bounded,rate_a,68996.91951059997,4.547473508864641e-13,0.7131301790322263,22,98.5,,0.0
0.5,generator_27_sustained,generator,27,bounded,rate_a,71432.52217884177,9.663381206337363e-13,0.6949094165455709,11,98.5,,0.0
0.5,generator_28_sustained,generator,28,bounded,rate_a,68877.11359704558,3.410605131648481e-13,0.7046390657399011,11,98.5,,0.0
0.5,generator_29_sustained,generator,29,bounded,rate_a,70668.33388310426,5.684341886080801e-13,0.6923862172624905,11,98.5,,0.0
0.5,generator_30_sustained,generator,30,bounded,rate_a,71034.5860204011,7.105427357601002e-13,0.6981578006121538,11,98.5,,0.0
0.5,generator_31_sustained,generator,31,bounded,rate_a,71034.58602040113,4.547473508864641e-13,0.6977355904385121,11,98.5,,0.0
0.5,generator_32_sustained,generator,32,bounded,rate_a,74932.85729312945,2.8421709430404007e-13,0.6594755902833411,27,98.5,,0.0
1.0,base,base,,base,rate_a,61001.244955824804,1.7053025658242404e-12,0.7322313864735112,22,0.0,,
1.0,branch_0_immediate,branch,0,fixed,rate_c,61001.244955824804,1.7621459846850485e-12,0.5869465779708771,22,0.0,-0.0,
1.0,branch_0_sustained,branch,0,bounded,rate_a,72389.76886760001,4.547473508864641e-13,0.8100444896619015,9,121.000000000001,-0.0,
1.0,branch_1_immediate,branch,1,fixed,rate_c,61001.244955824804,2.1600499167107046e-12,0.587395145717363,22,0.0,-0.0,
1.0,branch_1_sustained,branch,1,bounded,rate_a,70128.98691559999,2.8421709430404007e-13,0.8354847461296911,9,121.000000000001,-0.0,
1.0,branch_2_immediate,branch,2,fixed,rate_c,61001.244955824804,1.4210854715202004e-12,0.5950782335859867,22,0.0,-0.0,
1.0,branch_2_sustained,branch,2,bounded,rate_a,69804.57500552002,4.547473508864641e-13,0.7622812267529699,22,121.000000000001,-0.0,
1.0,branch_3_immediate,branch,3,fixed,rate_c,61001.244955824804,1.4495071809506044e-12,0.5878027271982419,22,0.0,-0.0,
1.0,branch_3_sustained,branch,3,bounded,rate_a,70128.98691560002,2.3305801732931286e-12,0.7838191027240208,9,121.000000000001,-0.0,
1.0,branch_4_immediate,branch,4,fixed,rate_c,61001.244955824804,1.3073986337985843e-12,0.68,9,0.0,-0.0,
1.0,branch_4_sustained,branch,4,bounded,rate_a,70128.9869156,1.3642420526593924e-12,0.7771428571428571,9,121.000000000001,-0.0,
1.0,branch_5_immediate,branch,5,fixed,rate_c,61001.244955824804,2.7569058147491887e-12,0.6002277652625445,22,0.0,-0.0,
1.0,branch_5_sustained,branch,5,bounded,rate_a,72389.76886760001,3.410605131648481e-13,0.7454029776874234,9,121.000000000001,-0.0,
1.0,branch_6_immediate,branch,6,fixed,rate_c,61001.244955824804,1.0231815394945443e-12,0.7703223228619696,22,0.0,-0.0,
1.0,branch_6_sustained,branch,6,bounded,rate_a,72491.13571604,5.755396159656812e-13,0.9506786228437002,22,121.000000000001,-0.0,
1.0,branch_7_immediate,branch,7,fixed,rate_c,61001.244955824804,1.1937117960769683e-12,0.5843480117394023,22,0.0,-0.0,
1.0,branch_7_sustained,branch,7,bounded,rate_a,70128.98691560002,9.379164112033322e-13,0.9054342056743218,9,121.000000000001,-0.0,
1.0,branch_8_immediate,branch,8,fixed,rate_c,61001.244955824804,8.526512829121202e-13,0.5856097947941715,22,0.0,-0.0,
1.0,branch_8_sustained,branch,8,bounded,rate_a,70128.9869156,7.389644451905042e-13,0.927683084789883,9,121.000000000001,-0.0,
1.0,branch_9_immediate,branch,9,fixed,rate_c,61001.244955824804,1.1652900866465643e-12,0.6181818181818182,4,0.0,-0.0,
1.0,branch_9_sustained,branch,9,bounded,rate_a,70128.98691559999,1.3642420526593924e-12,0.8022345792922118,8,121.000000000001,-0.0,
1.0,branch_11_immediate,branch,11,fixed,rate_c,61001.244955824804,1.4210854715202004e-12,0.589543907079106,22,0.0,-0.0,
1.0,branch_11_sustained,branch,11,bounded,rate_a,71716.34659880001,1.1937117960769683e-12,1.0,12,121.000000000001,-0.0,
1.0,branch_12_immediate,branch,12,fixed,rate_c,61001.244955824804,7.958078640513122e-13,0.583077109196946,22,0.0,-0.0,
1.0,branch_12_sustained,branch,12,bounded,rate_a,71716.34659880001,9.663381206337363e-13,1.0,11,121.000000000001,-0.0,
1.0,branch_13_immediate,branch,13,fixed,rate_c,61001.244955824804,4.973799150320701e-13,0.5378896681977696,22,0.0,-0.0,
1.0,branch_13_sustained,branch,13,bounded,rate_a,70128.9869156,9.023892744153272e-13,0.8211108959212968,9,121.000000000001,-0.0,
1.0,branch_14_immediate,branch,14,fixed,rate_c,61001.244955824804,1.0231815394945443e-12,0.5989777192566748,22,0.0,-0.0,
1.0,branch_14_sustained,branch,14,bounded,rate_a,70128.9869156,3.765876499528531e-13,0.8406650048574865,16,121.000000000001,-0.0,
1.0,branch_15_immediate,branch,15,fixed,rate_c,61001.244955824804,1.5205614545266144e-12,0.5313707636418239,22,0.0,-0.0,
1.0,branch_15_sustained,branch,15,bounded,rate_a,72389.76886760001,5.897504706808832e-13,0.9917586836106735,16,121.000000000001,-0.0,
1.0,branch_16_immediate,branch,16,fixed,rate_c,61001.244955824804,1.1084466677857563e-12,0.619246831686477,22,0.0,-0.0,
1.0,branch_16_sustained,branch,16,bounded,rate_a,72389.76886760001,7.673861546209082e-13,0.9739335065746273,15,121.000000000001,-0.0,
1.0,branch_17_immediate,branch,17,fixed,rate_c,61001.244955824804,2.7000623958883807e-12,0.6471925368260724,22,0.0,-0.0,
1.0,branch_17_sustained,branch,17,bounded,rate_a,72491.13571604,5.329070518200751e-13,0.8744465777070559,22,121.000000000001,-0.0,
1.0,branch_18_immediate,branch,18,fixed,rate_c,61001.244955824804,2.8990143619012088e-12,0.4972357343264267,27,0.0,-0.0,
1.0,branch_18_sustained,branch,18,bounded,rate_a,71614.71096732002,9.663381206337363e-13,0.6973058409648791,11,121.000000000001,-0.0,
1.0,branch_19_immediate,branch,19,fixed,rate_c,61001.244955824804,1.2505552149377763e-12,0.5764377611716186,22,0.0,-0.0,
1.0,branch_19_sustained,branch,19,bounded,rate_a,69804.57500552,7.389644451905042e-13,0.7374097288399699,9,121.000000000001,-0.0,
1.0,branch_20_immediate,branch,20,fixed,rate_c,61001.244955824804,1.0516032489249483e-12,0.6932542639170438,22,0.0,-0.0,
1.0,branch_20_sustained,branch,20,bounded,rate_a,70128.98691559998,2.0463630789890885e-12,0.8505674855809048,22,121.000000000001,-0.0,
1.0,branch_21_immediate,branch,21,fixed,rate_c,61001.244955824804,1.7053025658242404e-12,0.7111338821493719,22,0.0,-0.0,
1.0,branch_21_sustained,branch,21,bounded,rate_a,70128.9869156,4.476419235288631e-13,0.8182407349059398,22,121.000000000001,-0.0,
1.0,branch_22_immediate,branch,22,fixed,rate_c,61001.244955824804,3.637978807091713e-12,0.5738116877425401,21,0.0,-0.0,
1.0,branch_22_sustained,branch,22,bounded,rate_a,70128.98691559999,4.547473508864641e-13,0.9073771159127992,6,121.000000000001,-0.0,
1.0,branch_23_immediate,branch,23,fixed,rate_c,61001.244955824804,9.094947017729282e-13,0.6189027032548081,27,0.0,-0.0,
1.0,branch_23_sustained,branch,23,bounded,rate_a,72389.76886760003,1.7621459846850485e-12,0.7809272114956752,27,121.000000000001,-0.0,
1.0,branch_24_immediate,branch,24,fixed,rate_c,61001.244955824804,2.5011104298755527e-12,0.6655508894714695,27,0.0,-0.0,
1.0,branch_24_sustained,branch,24,bounded,rate_a,70128.98691559999,1.4210854715202004e-12,0.8130904444404068,27,121.000000000001,-0.0,
1.0,branch_25_immediate,branch,25,fixed,rate_c,61001.244955824804,6.821210263296962e-13,0.665550889471469,27,0.0,-0.0,
1.0,branch_25_sustained,branch,25,bounded,rate_a,70128.98691559999,1.4210854715202004e-12,0.8130904444404068,27,121.000000000001,-0.0,
1.0,branch_26_immediate,branch,26,fixed,rate_c,61001.244955824804,2.3874235921539366e-12,0.7703223228619687,22,0.0,-0.0,
1.0,branch_26_sustained,branch,26,bounded,rate_a,69478.26280236345,7.958078640513122e-13,1.0,22,121.000000000001,-0.0,
1.0,branch_27_immediate,branch,27,fixed,rate_c,61001.244955824804,1.0089706847793423e-12,0.6169750701057423,23,0.0,-0.0,
1.0,branch_27_sustained,branch,27,bounded,rate_a,73083.98317304,1.4779288903810084e-12,0.742743124170674,9,121.000000000001,-0.0,
1.0,branch_28_immediate,branch,28,fixed,rate_c,61001.244955824804,6.821210263296962e-13,0.692887262584961,22,0.0,-0.0,
1.0,branch_28_sustained,branch,28,bounded,rate_a,70128.98691559999,4.547473508864641e-13,0.7678669846345294,22,121.000000000001,-0.0,
1.0,branch_29_immediate,branch,29,fixed,rate_c,61001.244955824804,1.0516032489249483e-12,0.5795784611442522,22,0.0,-0.0,
1.0,branch_29_sustained,branch,29,bounded,rate_a,70128.98691559999,2.8421709430404007e-13,0.748979925582968,9,121.000000000001,-0.0,
1.0,branch_30_immediate,branch,30,fixed,rate_c,61001.244955824804,9.663381206337363e-13,0.5838269033887622,22,0.0,-0.0,
1.0,branch_30_sustained,branch,30,bounded,rate_a,70128.98691559999,7.389644451905042e-13,0.7517185046336139,9,121.000000000001,-0.0,
1.0,branch_31_immediate,branch,31,fixed,rate_c,61001.244955824804,1.0800249583553523e-12,0.5852149896431903,22,0.0,-0.0,
1.0,branch_31_sustained,branch,31,bounded,rate_a,70128.98691559999,4.547473508864641e-13,0.7527103427947035,9,121.000000000001,-0.0,
1.0,branch_32_immediate,branch,32,fixed,rate_c,61001.244955824804,1.0800249583553523e-12,0.5852149896431903,22,0.0,-0.0,
1.0,branch_32_sustained,branch,32,bounded,rate_a,70128.98691559999,4.547473508864641e-13,0.7527103427947035,9,121.000000000001,-0.0,
1.0,branch_33_immediate,branch,33,fixed,rate_c,61001.244955824804,1.9042545318370685e-12,0.5757950874252772,22,0.0,-0.0,
1.0,branch_33_sustained,branch,33,bounded,rate_a,70128.98691560002,7.247535904753022e-13,0.7553262692761247,9,121.000000000001,-0.0,
1.0,branch_34_immediate,branch,34,fixed,rate_c,61001.244955824804,1.9042545318370685e-12,0.5757950874252772,22,0.0,-0.0,
1.0,branch_34_sustained,branch,34,bounded,rate_a,70128.98691560002,7.247535904753022e-13,0.7553262692761247,9,121.000000000001,-0.0,
1.0,branch_35_immediate,branch,35,fixed,rate_c,61001.244955824804,1.8758328224066645e-12,0.5718636371569676,22,0.0,-0.0,
1.0,branch_35_sustained,branch,35,bounded,rate_a,70128.98691559999,2.8421709430404007e-13,0.7555327006652142,9,121.000000000001,-0.0,
1.0,branch_36_immediate,branch,36,fixed,rate_c,61001.244955824804,1.8758328224066645e-12,0.5718636371569676,22,0.0,-0.0,
1.0,branch_36_sustained,branch,36,bounded,rate_a,70128.98691559999,2.8421709430404007e-13,0.7555327006652142,9,121.000000000001,-0.0,
1.0,branch_37_immediate,branch,37,fixed,rate_c,61001.244955824804,6.536993168992922e-13,0.58799586902998,22,0.0,-0.0,
1.0,branch_37_sustained,branch,37,bounded,rate_a,70128.98691559999,7.389644451905042e-13,0.7546353205657702,9,121.000000000001,-0.0,
1.0,generator_0_sustained,generator,0,bounded,rate_a,67883.94036440003,1.3642420526593924e-12,0.7692099496308981,9,121.000000000001,,0.0
1.0,generator_1_sustained,generator,1,bounded,rate_a,67883.9403644,6.821210263296962e-13,0.7692099496308986,9,121.000000000001,,0.0
1.0,generator_2_sustained,generator,2,bounded,rate_a,72141.34352616001,5.684341886080801e-13,0.7668796670878452,9,121.000000000001,,0.0
1.0,generator_3_sustained,generator,3,bounded,rate_a,69892.73422056001,1.1084466677857563e-12,0.7684030857101698,9,121.000000000001,,0.0
