planning_parameter_status,fixed_plan_parameter_status,service_parameter_status,quarter,layer,state,response_mode,generator_index,bus,outaged,in_service,p_min_mw,p_max_mw,layer_base_generation_mw,state_generation_mw,change_from_layer_base_mw,response_applicable,redispatch_up_limit_mw,redispatch_down_limit_mw,generator_bound_violation_mw,corrective_response_violation_mw,termination_condition,security_certified
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,10,7,False,True,25.0,100.0,25.0,25.0,0.0,True,50.0,50.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,11,13,False,True,69.0,197.0,82.10000000000011,82.10000000000011,0.0,True,98.5,98.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,12,13,False,True,69.0,197.0,98.5,98.5,0.0,True,98.5,98.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,13,13,False,True,69.0,197.0,69.00000000000082,69.00000000000082,0.0,True,98.5,98.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,14,14,False,True,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,15,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,16,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,17,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,18,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,19,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,20,15,False,True,54.3,155.0,54.3,54.3,0.0,True,77.5,77.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,21,16,False,True,54.3,155.0,54.3,54.3,0.0,True,77.5,77.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,22,18,False,True,100.0,400.0,400.0,400.0,0.0,True,200.0,200.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,23,21,False,True,100.0,400.0,400.0,400.0,0.0,True,200.0,200.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,24,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,25,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,26,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,27,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,28,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,29,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,30,23,False,True,54.3,155.0,155.0,155.0,0.0,True,77.5,77.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,31,23,False,True,54.3,155.0,155.0,155.0,0.0,True,77.5,77.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_immediate,fixed,32,23,False,True,140.0,350.0,350.0,350.0,0.0,True,175.0,175.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,0,1,False,True,16.0,20.0,16.0,16.0,0.0,True,10.0,10.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,1,1,False,True,16.0,20.0,16.0,16.0,0.0,True,10.0,10.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,2,1,False,True,15.2,76.0,15.2,15.2,0.0,True,38.0,38.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,3,1,False,True,15.2,76.0,15.2,15.2,0.0,True,38.0,38.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,4,2,False,True,16.0,20.0,16.0,16.0,0.0,True,10.0,10.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,5,2,False,True,16.0,20.0,16.0,16.0,0.0,True,10.0,10.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,6,2,False,True,15.2,76.0,15.2,15.2,0.0,True,38.0,38.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,7,2,False,True,15.2,76.0,15.2,15.2,0.0,True,38.0,38.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,8,7,False,True,25.0,100.0,25.0,25.0,0.0,True,50.0,50.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,9,7,False,True,25.0,100.0,25.0,25.0,0.0,True,50.0,50.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,10,7,False,True,25.0,100.0,25.0,25.0,0.0,True,50.0,50.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,11,13,False,True,69.0,197.0,82.10000000000011,111.6000000000005,29.500000000000398,True,98.5,98.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,12,13,False,True,69.0,197.0,98.5,69.0,-29.5,True,98.5,98.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,13,13,False,True,69.0,197.0,69.00000000000082,69.0,-8.242295734817162e-13,True,98.5,98.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,14,14,False,True,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,15,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,16,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,17,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,18,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,19,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,20,15,False,True,54.3,155.0,54.3,54.3,0.0,True,77.5,77.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,21,16,False,True,54.3,155.0,54.3,54.3,0.0,True,77.5,77.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,22,18,False,True,100.0,400.0,400.0,400.0,0.0,True,200.0,200.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,23,21,False,True,100.0,400.0,400.0,400.0,0.0,True,200.0,200.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,24,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,25,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,26,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,27,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,28,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,29,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,30,23,False,True,54.3,155.0,155.0,155.0,0.0,True,77.5,77.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,31,23,False,True,54.3,155.0,155.0,155.0,0.0,True,77.5,77.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_28_sustained,bounded,32,23,False,True,140.0,350.0,350.0,350.0,0.0,True,175.0,175.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,0,1,False,True,16.0,20.0,16.0,16.0,0.0,True,10.0,10.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,1,1,False,True,16.0,20.0,16.0,16.0,0.0,True,10.0,10.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,2,1,False,True,15.2,76.0,15.2,15.2,0.0,True,38.0,38.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,3,1,False,True,15.2,76.0,15.2,15.2,0.0,True,38.0,38.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,4,2,False,True,16.0,20.0,16.0,16.0,0.0,True,10.0,10.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,5,2,False,True,16.0,20.0,16.0,16.0,0.0,True,10.0,10.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,6,2,False,True,15.2,76.0,15.2,15.2,0.0,True,38.0,38.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,7,2,False,True,15.2,76.0,15.2,15.2,0.0,True,38.0,38.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,8,7,False,True,25.0,100.0,25.0,25.0,0.0,True,50.0,50.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,9,7,False,True,25.0,100.0,25.0,25.0,0.0,True,50.0,50.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,10,7,False,True,25.0,100.0,25.0,25.0,0.0,True,50.0,50.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,11,13,False,True,69.0,197.0,82.10000000000011,82.10000000000011,0.0,True,98.5,98.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,12,13,False,True,69.0,197.0,98.5,98.5,0.0,True,98.5,98.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,13,13,False,True,69.0,197.0,69.00000000000082,69.00000000000082,0.0,True,98.5,98.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,14,14,False,True,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,15,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,16,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,17,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,18,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,19,15,False,True,2.4,12.0,2.4,2.4,0.0,True,6.0,6.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,20,15,False,True,54.3,155.0,54.3,54.3,0.0,True,77.5,77.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,21,16,False,True,54.3,155.0,54.3,54.3,0.0,True,77.5,77.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,22,18,False,True,100.0,400.0,400.0,400.0,0.0,True,200.0,200.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,23,21,False,True,100.0,400.0,400.0,400.0,0.0,True,200.0,200.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,24,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,25,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,26,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,27,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,28,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,29,22,False,True,10.0,50.0,50.0,50.0,0.0,True,25.0,25.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,30,23,False,True,54.3,155.0,155.0,155.0,0.0,True,77.5,77.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,31,23,False,True,54.3,155.0,155.0,155.0,0.0,True,77.5,77.5,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_immediate,fixed,32,23,False,True,140.0,350.0,350.0,350.0,0.0,True,175.0,175.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_sustained,bounded,0,1,False,True,16.0,20.0,16.0,16.0,0.0,True,10.0,10.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_sustained,bounded,1,1,False,True,16.0,20.0,16.0,16.0,0.0,True,10.0,10.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_sustained,bounded,2,1,False,True,15.2,76.0,15.2,15.2,0.0,True,38.0,38.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_sustained,bounded,3,1,False,True,15.2,76.0,15.2,15.2,0.0,True,38.0,38.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_sustained,bounded,4,2,False,True,16.0,20.0,16.0,16.0,0.0,True,10.0,10.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_sustained,bounded,5,2,False,True,16.0,20.0,16.0,16.0,0.0,True,10.0,10.0,0.0,0.0,optimal,False
synthetic_benchmark_not_site_evidence,synthetic_fixed_policy_mechanism_test_not_optimized,synthetic_mw_only_envelope_not_contract_evidence,q1,contract_counterfactual,branch_29_sustained,bounded,6,2,False,True,15.2,76.0,15.2,15.2,0.0,True,38.0,38.0,0.0,0.0,optimal,False
